# ids,rot_voxel,cube_x,cube_y,cube_z
831581,4,3,6,3
831586,4,4,6,3
831588,4,4,6,3
865046,4,3,6,3
880948,4,4,6,3
936250,4,3,6,3
983540,4,3,6,3
983545,4,3,6,4
983548,4,4,3,3
983570,4,3,6,4
983574,4,3,6,3
983577,4,3,7,3
983578,4,3,7,3
983579,4,4,7,3
983581,4,3,7,3
983584,4,3,7,3
983637,4,3,7,3
983647,4,2,7,3
983648,4,3,7,3
983655,4,2,7,3
983666,4,3,7,3
983678,4,3,7,3
101829,5,2,6,3
101830,5,3,7,3
103123,5,3,7,3
103143,5,3,7,3
108834,5,3,7,3
108926,5,3,7,3
108935,5,2,7,3
108942,5,2,7,3
108946,5,3,7,3
108957,5,3,7,3
108959,5,3,7,3
108964,5,3,7,3
108982,5,3,7,3
108984,5,2,7,3
108986,5,3,7,3
125847,5,3,7,3
143094,5,3,7,3
143099,5,2,6,3
164763,5,3,7,3
165348,5,3,7,3
165854,5,3,7,3
176425,5,3,7,3
176436,5,2,7,3
176439,5,3,7,3
176449,5,3,7,3
177749,5,3,7,3
177764,5,3,7,3
177811,5,3,7,3
182912,5,3,7,3
182920,5,3,7,3
190046,5,3,7,3
199259,5,3,7,3
199269,5,3,7,3
199281,5,3,7,3
203598,5,3,7,3
203602,5,4,6,3
203606,5,3,7,3
203644,5,3,7,3
203706,5,3,7,3
203708,5,3,7,3
203712,5,3,7,3
212107,5,2,7,3
220208,5,3,7,3
220269,5,3,7,3
220280,5,3,7,3
220299,5,3,7,3
220302,5,2,7,3
220306,5,3,7,3
220313,5,3,7,3
228488,5,3,7,3
228509,5,3,7,3
228513,5,3,7,3
228941,5,3,6,3
229429,5,3,7,3
238451,5,3,7,3
238793,5,3,7,3
238811,5,3,7,3
238815,5,3,5,3
249553,5,3,6,3
264533,5,3,5,3
264559,5,3,4,3
267806,5,3,5,3
267826,5,3,5,3
272214,5,3,3,3
272235,5,2,2,2
287868,5,3,5,3
287957,5,3,6,3
307637,5,3,5,2
307769,5,4,6,3
307813,5,4,6,3
307837,5,3,6,3
307878,5,4,6,2
307898,5,3,6,3
308070,5,3,6,3
313013,5,4,6,3
313047,5,3,6,3
319639,5,4,6,3
319678,5,4,6,3
319860,5,5,6,4
319865,5,5,7,4
319868,5,4,6,2
328093,5,3,6,4
328110,5,5,6,2
328122,5,5,6,3
333427,5,5,6,3
333454,5,4,6,2
333460,5,5,6,3
333461,5,4,6,3
333462,5,5,6,3
333467,5,5,6,3
343208,5,5,6,2
343284,5,5,6,3
343358,5,5,6,3
343365,5,5,6,3
343381,5,6,6,2
343396,5,5,6,3
343479,5,5,6,3
343585,5,5,6,3
344078,5,4,6,3
344083,5,4,6,3
345387,5,3,6,3
345399,5,3,7,4
345417,5,4,3,2
345419,5,3,7,4
345429,5,3,7,4
352378,5,3,6,4
356538,5,4,7,4
367807,5,3,6,4
367824,5,4,6,3
374217,5,3,6,3
376625,5,4,7,4
377545,5,4,6,4
377613,5,3,7,3
378598,5,4,6,3
378695,5,4,7,3
378726,5,4,6,4
383665,5,4,7,4
383670,5,4,6,3
383675,5,3,7,4
391203,5,3,6,4
391205,5,4,6,4
394700,5,3,6,4
401806,5,4,7,3
412031,5,3,6,4
417788,5,4,7,3
417807,5,4,7,3
417896,5,4,6,4
421626,5,3,3,3
421657,5,4,7,3
435603,5,4,6,3
446231,5,4,6,4
447299,5,4,7,4
447366,5,4,6,3
447385,5,3,7,4
447483,5,3,3,2
447522,5,3,7,3
447540,5,3,7,3
459618,5,3,7,4
460061,5,3,7,4
460068,5,3,6,4
460070,5,4,7,3
460072,5,4,7,4
460074,5,3,6,4
460075,5,3,6,4
460080,5,4,7,4
460083,5,3,6,4
460084,5,4,7,3
460087,5,3,7,3
460092,5,3,7,3
460094,5,3,7,3
460097,5,3,7,3
460098,5,3,7,3
460099,5,3,7,3
460100,5,3,7,4
460101,5,3,7,3
460106,5,3,7,3
460188,5,3,7,3
464050,5,3,7,4
465937,5,3,6,3
474924,5,3,7,3
474934,5,3,7,4
475411,5,3,7,4
475425,5,3,6,3
481187,5,3,7,3
481388,5,3,7,4
481397,5,4,7,3
481431,5,3,7,3
517152,5,4,7,4
517189,5,3,7,3
517199,5,4,7,3
517212,5,4,7,3
523819,5,3,7,4
523855,5,4,7,4
530688,5,4,7,3
532938,5,4,7,3
532945,5,3,7,3
532948,5,3,7,3
532954,5,4,7,4
532961,5,4,7,3
552322,5,3,7,4
552337,5,3,7,4
552342,5,3,7,3
552347,5,4,7,3
552356,5,3,7,4
552391,5,4,7,3
558022,5,3,7,3
560275,5,3,7,3
560296,5,4,7,4
560310,5,4,7,4
560327,5,3,7,3
560369,5,4,7,3
560373,5,3,6,4
560382,5,3,7,3
560383,5,3,7,3
560390,5,3,7,4
560393,5,3,6,3
560398,5,3,7,3
560401,5,3,7,3
571327,5,3,7,3
579158,5,4,7,3
579212,5,3,7,3
585781,5,3,7,3
586631,5,3,7,3
586650,5,3,7,3
609611,5,3,6,3
609620,5,3,7,3
609632,5,3,7,4
609633,5,3,7,3
615023,5,3,7,3
615048,5,3,6,3
615054,5,3,7,3
637439,5,3,7,3
637473,5,4,7,3
637480,5,2,7,3
642599,5,3,7,4
642624,5,3,7,3
642628,5,3,6,3
642705,5,3,7,3
642708,5,3,6,3
642710,5,3,7,3
642713,5,3,7,3
642719,5,4,7,3
642731,5,3,7,3
642759,5,4,6,3
655180,5,3,7,3
686857,5,4,7,3
686865,5,4,7,3
688405,5,3,7,3
688436,5,3,7,3
688441,5,4,6,3
688504,5,3,6,3
688512,5,3,6,3
692282,5,3,7,3
692284,5,3,7,3
694568,5,3,6,3
694679,5,3,6,3
706372,5,3,7,3
706373,5,4,7,2
706381,5,3,7,3
707767,5,3,7,3
709539,5,3,7,3
709540,5,3,6,3
709542,5,3,7,3
709544,5,3,7,3
709547,5,4,7,3
709552,5,3,7,3
709553,5,4,7,3
709558,5,3,7,3
720414,5,2,7,3
720446,5,4,7,3
724105,5,4,7,3
737633,5,4,7,3
737731,5,2,7,3
737835,5,2,7,3
740450,5,3,7,4
740478,5,4,7,3
740485,5,4,7,3
754872,5,3,7,4
787013,5,3,7,3
787039,5,2,7,3
787043,5,2,7,3
801341,5,4,7,3
831437,5,4,6,3
831443,5,2,7,3
831449,5,4,7,4
831452,5,3,7,3
831454,5,3,5,3
831456,5,3,6,3
831460,5,3,6,3
831470,5,2,6,2
831527,5,2,5,3
831558,5,3,6,3
831565,5,3,6,3
835604,5,2,6,2
835615,5,3,6,3
835618,5,2,6,3
835632,5,2,6,3
835676,5,1,6,3
838513,5,4,6,2
840636,5,2,6,3
847536,5,2,6,3
847538,5,3,5,4
847563,5,3,6,3
847570,5,2,6,3
847572,5,3,6,4
847577,5,3,6,3
851032,5,3,6,3
851045,5,4,6,3
852661,5,3,6,3
852664,5,3,6,3
852675,5,3,6,3
852679,5,3,6,3
852680,5,3,6,3
852681,5,4,6,2
852684,5,3,6,3
852689,5,3,6,3
852691,5,3,5,3
852693,5,4,6,2
852694,5,3,6,3
852695,5,3,6,3
852697,5,2,2,3
852698,5,3,6,3
852780,5,3,5,3
852787,5,3,6,3
852800,5,2,6,3
856719,5,3,6,3
856731,5,2,6,4
856736,5,4,6,2
863002,5,3,6,3
863004,5,4,6,3
863048,5,3,6,3
863051,5,3,6,3
863057,5,2,6,3
865050,5,3,6,3
865077,5,3,6,3
865079,5,2,6,3
865106,5,3,7,3
881871,5,3,7,3
892060,5,2,5,4
892089,5,2,6,3
892100,5,3,6,4
892107,5,3,6,4
894322,5,2,6,4
896169,5,3,5,3
897026,5,3,6,3
897028,5,3,5,3
914808,5,2,6,3
927409,5,2,6,3
927473,5,2,6,3
927484,5,2,6,3
940059,5,2,6,3
962693,5,3,6,3
967910,5,2,6,3
967941,5,3,6,3
967953,5,2,6,3
967978,5,2,6,2
967982,5,2,6,3
967988,5,3,6,3
967993,5,3,6,2
967999,5,2,6,3
968036,5,3,6,3
968052,5,3,6,3
977527,5,2,6,4
977551,5,2,6,3
977571,5,2,6,3
977631,5,3,6,3
977635,5,2,6,3
983725,5,3,5,3
101831,6,2,6,3
103083,6,3,6,3
103086,6,2,6,3
103195,6,3,6,3
103248,6,2,6,3
103305,6,3,6,3
103313,6,3,5,3
108872,6,4,5,3
123375,6,3,6,2
123377,6,2,6,2
123380,6,2,6,2
123386,6,3,6,3
123388,6,2,6,3
123396,6,2,6,2
123425,6,3,6,3
123472,6,3,6,2
123473,6,2,6,3
123479,6,3,5,3
123489,6,2,6,2
123496,6,2,6,4
123508,6,3,6,2
130074,6,2,6,2
143032,6,3,5,3
143077,6,2,5,3
147620,6,2,6,3
147998,6,2,6,3
164739,6,2,6,3
166868,6,3,5,3
173399,6,3,6,3
173446,6,3,6,4
173517,6,4,6,3
173523,6,3,5,3
177745,6,3,5,3
177783,6,3,5,3
186084,6,3,6,3
202586,6,3,6,3
202600,6,3,6,4
202609,6,3,6,3
202612,6,3,6,3
202617,6,3,6,3
202621,6,3,6,2
202628,6,3,6,2
203292,6,2,6,3
203519,6,2,6,4
203722,6,3,6,3
220125,6,3,6,3
220178,6,2,6,3
220189,6,2,6,3
220191,6,2,6,4
220204,6,2,6,3
220213,6,3,7,2
220279,6,3,6,3
220295,6,3,6,3
225636,6,2,6,3
227698,6,2,6,2
228935,6,3,6,3
238463,6,3,6,3
238488,6,3,6,4
238676,6,3,6,3
238681,6,2,6,3
240122,6,2,6,3
264529,6,2,5,3
272227,6,3,6,4
272276,6,3,6,3
296185,6,3,6,3
307789,6,2,5,3
307792,6,2,7,3
307935,6,2,6,3
307940,6,3,6,3
307957,6,3,6,3
319770,6,3,6,3
319784,6,3,5,3
319842,6,2,5,4
333397,6,2,6,3
333457,6,2,6,3
339356,6,2,6,3
344091,6,2,6,3
345391,6,1,5,3
345392,6,2,6,2
345393,6,2,6,2
352481,6,2,6,2
356679,6,2,6,2
368166,6,2,6,3
377553,6,2,6,2
377609,6,3,6,3
377620,6,3,6,3
378723,6,3,6,2
409400,6,3,6,3
409423,6,2,6,2
422202,6,2,6,3
446199,6,3,6,3
446214,6,3,6,2
446236,6,3,6,2
447349,6,3,6,3
447361,6,3,6,3
447378,6,3,6,3
447536,6,3,6,3
460161,6,3,6,3
460169,6,3,6,3
460173,6,3,7,3
460176,6,3,6,3
460181,6,2,6,2
460182,6,3,6,2
460184,6,2,6,3
460193,6,3,7,2
460197,6,3,6,3
460203,6,2,6,2
460205,6,3,6,2
460206,6,3,6,2
460207,6,2,5,3
460208,6,3,5,2
467974,6,3,6,3
467975,6,3,5,3
467985,6,2,6,3
467991,6,2,7,3
467992,6,3,6,3
468069,6,3,6,3
468071,6,3,6,2
468074,6,2,6,3
468075,6,3,6,3
468082,6,3,6,3
468088,6,2,6,3
468095,6,3,6,3
468103,6,4,6,3
474929,6,3,6,3
475045,6,3,6,3
481435,6,3,5,3
506358,6,4,5,2
506360,6,4,6,2
506368,6,3,7,3
506400,6,4,7,3
517129,6,4,7,4
517142,6,4,7,3
517194,6,3,5,2
517223,6,3,5,3
518381,6,3,5,3
523851,6,3,5,3
532964,6,4,5,3
533662,6,3,5,3
552317,6,4,5,2
556963,6,3,5,2
560282,6,3,5,3
560294,6,4,5,3
560306,6,4,5,3
560308,6,4,5,2
573580,6,3,5,3
573600,6,3,5,3
573695,6,3,5,3
573702,6,3,6,3
579155,6,3,5,3
586566,6,4,5,2
586582,6,3,5,4
586606,6,3,5,3
586634,6,3,6,3
586636,6,3,6,3
586641,6,3,5,3
586653,6,3,6,3
586754,6,4,5,3
586815,6,3,6,2
586816,6,3,6,3
586821,6,3,6,3
586825,6,3,6,3
586838,6,3,6,3
586840,6,3,5,3
586844,6,3,5,3
586851,6,3,6,3
586853,6,3,6,3
586855,6,3,6,3
586859,6,5,7,5
586861,6,6,7,3
586863,6,5,7,5
609634,6,6,7,2
609642,6,5,6,5
609644,6,5,7,6
609645,6,6,7,3
609646,6,6,6,6
609678,6,5,7,5
615012,6,5,6,6
624856,6,6,7,4
637368,6,6,7,3
642604,6,6,6,5
642607,6,5,6,5
642612,6,3,5,6
642722,6,6,6,4
647772,6,5,6,5
647780,6,6,6,4
647782,6,5,6,5
647787,6,5,6,5
647789,6,5,7,5
647853,6,6,7,4
655165,6,5,7,5
688516,6,5,7,5
692274,6,5,6,5
694599,6,6,7,5
694602,6,5,6,4
709458,6,5,7,5
709464,6,6,7,4
709466,6,5,6,5
709468,6,5,6,5
709533,6,6,6,4
709537,6,6,7,5
709565,6,6,7,4
709568,6,5,7,5
709569,6,5,7,5
709570,6,5,6,5
709573,6,5,7,5
709629,6,5,6,5
709631,6,5,6,5
709647,6,5,7,5
709649,6,5,7,5
709668,6,5,6,5
709669,6,5,7,5
709671,6,5,6,5
709673,6,6,7,4
720399,6,6,6,5
724131,6,5,7,5
737851,6,5,6,4
737861,6,6,6,4
740486,6,5,6,5
740495,6,5,6,5
740499,6,6,7,4
751075,6,5,6,5
787009,6,5,6,5
787027,6,4,6,6
787033,6,6,6,5
831671,6,6,6,4
835685,6,6,6,5
838521,6,5,6,6
838528,6,4,6,6
847682,6,6,6,4
852918,6,5,6,6
865033,6,6,6,5
865041,6,4,6,6
865042,6,6,6,5
865048,6,4,6,6
880965,6,5,6,5
881125,6,3,6,5
881836,6,3,5,5
881841,6,6,6,5
892064,6,6,7,4
899926,6,6,7,5
899933,6,5,6,5
899934,6,5,6,5
924286,6,6,7,4
940058,6,6,6,3
962697,6,4,6,6
977562,6,6,6,5
977751,6,3,5,5
983636,6,6,6,5
101832,7,6,6,4
103152,7,4,6,6
108933,7,6,6,4
143262,7,4,6,5
173228,7,6,7,5
220211,7,6,6,3
228943,7,6,6,5
229502,7,4,6,6
287938,7,6,7,4
307705,7,4,6,5
333407,7,5,6,5
343465,7,6,6,4
367811,7,5,6,5
447303,7,5,7,5
447326,7,4,7,6
447543,7,4,7,5
460168,7,5,7,5
460187,7,5,6,5
468090,7,5,7,5
468101,7,4,7,5
642712,7,4,7,6
642714,7,5,7,5
642715,7,5,7,5
642717,7,5,7,5
642723,7,4,7,5
655263,7,4,7,6
672887,7,5,7,5
694534,7,5,7,5
709555,7,5,7,5
831434,7,5,6,5
831526,7,5,7,5
865071,7,6,6,4
962706,7,5,6,5
968028,7,5,7,5
101835,8,4,6,5
103039,8,4,6,5
103048,8,6,6,5
103049,8,6,6,5
103050,8,5,6,5
103051,8,5,6,5
103053,8,5,7,5
103068,8,5,7,5
103078,8,5,6,5
147925,8,4,7,5
173338,8,4,6,5
225613,8,4,6,5
