# id,z,y,x
103258,2,6,1
103259,3,6,2
103260,1,7,0
103261,1,6,1
103262,1,6,2
103263,1,6,3
103264,2,6,3
103265,0,6,2
103266,0,6,3
103267,1,6,2
103268,0,6,1
103270,0,6,2
103271,1,6,3
103272,1,6,2
103273,1,6,2
103274,3,5,2
103275,1,6,2
103276,1,6,3
103277,0,6,1
103278,0,6,1
103279,2,6,1
103280,1,6,3
103281,1,6,3
103282,3,6,2
103283,0,6,2
103284,1,6,4
103285,1,6,2
103286,2,6,2
103287,0,6,3
103288,1,6,2
103289,2,6,3
103290,1,6,2
103291,1,6,3
103292,1,6,4
103294,1,6,0
103295,0,6,2
103296,1,6,1
103297,2,6,2
103298,0,6,1
103299,0,6,3
103300,1,6,2
103301,0,7,1
103302,1,6,3
103303,3,6,4
103304,1,6,2
103305,1,6,2
103306,1,6,3
103307,0,6,2
103308,2,6,1
103309,2,6,4
103310,1,6,1
103311,2,6,2
103312,1,6,2
103313,1,6,2
103314,1,6,2
103315,2,6,2
103316,2,6,2
103317,1,6,2
103318,3,6,1
103319,2,6,3
103320,0,7,1
103321,2,6,3
103322,1,6,1
103323,1,6,1
103324,0,6,3
103325,2,6,4
103326,0,6,2
103327,2,6,3
103328,0,6,2
103329,2,6,3
103330,2,6,3
103331,0,7,3
103332,2,6,2
103333,0,6,2
103334,2,6,1
103335,2,6,3
103336,1,6,2
103337,0,7,3
103338,2,6,3
103339,2,6,2
103340,2,6,2
103341,1,6,2
103342,2,6,4
103343,1,6,3
103344,0,6,3
103345,0,6,1
103346,3,6,1
103347,1,6,2
103348,2,6,3
103349,2,6,2
103350,0,6,3
103351,2,6,3
103352,0,6,3
103353,1,6,4
103354,2,6,3
103355,0,6,3
103356,2,6,3
103357,1,6,2
103358,0,6,3
103359,2,6,4
103360,1,6,3
103361,2,6,4
103362,0,6,3
103363,1,6,4
103364,1,6,2
103365,2,6,3
103366,3,6,3
103367,0,7,1
103368,3,6,2
103369,0,7,1
103370,1,6,4
103372,2,6,2
103373,2,6,4
103374,0,6,3
103375,0,6,3
103376,2,6,3
103377,2,6,2
103378,2,6,4
103379,1,6,3
103380,3,6,2
103381,0,6,3
103382,2,6,2
103383,1,6,1
103384,2,6,4
103385,2,6,3
103386,1,6,2
103388,0,6,3
103389,0,6,4
103390,3,5,1
103391,0,6,3
103392,0,6,2
103393,0,6,3
103394,0,6,3
103395,0,6,2
103396,0,6,3
105193,3,6,4
105194,0,7,2
105195,2,6,5
105196,1,6,6
105197,2,5,2
105198,0,6,1
105199,0,6,3
105200,4,5,4
105201,1,4,2
105202,3,5,4
105203,0,6,0
105204,3,6,1
105205,0,7,3
105206,0,3,3
105207,0,7,2
105209,3,5,3
105210,1,4,2
105211,0,7,2
105212,0,6,3
105213,0,5,2
105214,2,5,1
105215,2,5,2
105216,3,6,2
105217,5,7,3
105218,4,6,3
105219,3,7,2
105220,0,7,3
105221,4,6,0
105222,3,7,3
105223,4,5,2
105224,2,5,2
105225,0,5,4
105226,0,6,4
105227,0,7,1
105228,0,7,3
105229,0,5,3
105230,1,5,3
105231,2,5,1
105232,0,6,2
105233,1,3,4
105234,0,6,3
105235,4,6,2
105236,0,6,2
105237,0,5,2
105238,0,6,2
105239,2,5,2
105240,0,6,5
105241,0,7,2
105242,0,6,3
105243,2,6,5
105244,0,6,1
105245,1,7,2
105246,5,6,3
105247,4,5,2
105248,3,5,2
105249,0,7,0
105250,4,5,2
105251,1,6,0
105252,1,5,0
105253,0,7,1
105254,2,6,5
105255,1,7,1
105256,0,6,2
105257,1,4,3
105258,1,3,2
105259,0,6,1
105260,1,7,4
105261,1,7,3
105262,1,4,2
105263,0,7,1
105264,1,6,0
105265,0,6,3
105266,0,6,4
105267,0,6,4
105268,0,4,4
105269,3,5,0
105270,3,6,3
105271,0,4,3
105272,0,7,1
105273,1,6,0
105274,0,6,4
105275,0,7,3
105276,5,5,1
105277,0,6,5
105278,2,6,2
105279,0,6,3
105280,0,6,2
105281,2,4,3
105282,0,7,2
105283,2,5,2
105284,3,7,3
105285,0,7,1
105286,4,6,3
105287,1,6,2
105288,1,5,3
105289,3,5,2
105290,4,5,3
105291,0,6,5
105292,0,7,2
105293,3,7,3
105294,3,6,2
105295,4,4,3
105296,1,6,1
105297,1,7,3
105298,0,6,4
105299,0,4,2
105300,1,4,2
105301,1,4,2
105302,3,5,1
105303,0,3,3
105304,5,6,2
105305,0,6,1
105306,0,7,4
105307,0,7,2
105643,1,6,2
105644,3,7,1
105645,5,7,3
105646,0,6,3
105647,1,6,2
105648,4,7,3
105649,1,7,0
105650,1,5,2
105651,0,7,2
105652,0,7,4
105653,0,7,3
105654,0,6,1
105655,0,7,2
105656,0,6,1
105657,4,7,3
105658,0,7,4
105659,0,6,3
105660,0,6,2
105661,0,7,2
105662,1,5,3
105663,2,4,2
105664,0,6,4
105665,1,6,2
105666,0,7,1
105667,1,5,2
105668,1,6,2
105669,3,6,3
105670,2,7,1
105671,1,6,3
105672,6,6,2
105673,4,6,2
105674,3,6,3
105675,1,6,3
105676,3,6,2
105677,1,5,1
105678,2,6,2
105679,1,6,2
105680,4,5,1
105681,1,5,3
105682,3,7,6
105683,0,7,5
105684,2,6,4
105685,2,5,4
105686,2,5,3
105687,1,7,2
105688,1,5,3
105689,0,7,2
105690,4,6,3
105691,1,6,0
105692,0,7,1
105693,0,7,3
105694,1,6,3
105695,2,4,6
105696,2,1,0
105697,0,6,3
105698,1,6,2
105699,2,6,1
105700,0,6,3
105701,0,6,0
105702,1,7,4
105703,0,7,3
105704,2,5,4
105705,3,6,5
105706,3,6,3
105707,0,6,4
105708,2,5,1
105709,2,6,4
105710,3,6,2
105712,4,7,2
105713,1,5,2
105714,1,5,2
105715,2,6,3
105716,1,6,4
105717,0,6,2
105718,2,7,3
105719,3,6,1
105720,0,7,4
105721,1,6,4
105722,3,6,1
105723,3,6,2
105724,1,6,4
105725,0,7,1
105726,0,7,4
105727,0,6,2
105728,0,7,4
105729,1,5,2
105730,1,6,5
105731,1,6,2
105732,1,5,3
105733,4,6,2
105734,4,6,2
105735,0,6,3
105736,0,7,2
105737,4,7,6
105738,1,6,2
105739,1,6,1
105740,1,6,2
105742,0,7,2
105743,4,7,4
105744,0,7,3
105745,0,7,4
105746,0,7,1
105747,4,7,2
105748,2,6,2
105749,1,6,2
105750,1,6,2
105751,3,5,4
105752,0,5,5
105753,1,7,0
105754,0,7,3
105755,1,5,1
105756,0,7,2
105757,1,5,4
105758,1,6,0
105759,2,6,4
105760,0,6,4
105761,0,6,2
105762,1,6,3
105763,0,7,2
105764,0,7,1
108817,1,6,2
108818,1,6,3
108820,1,6,2
108821,0,7,1
108822,2,6,2
108823,0,7,1
108824,0,6,2
108825,2,6,3
108827,2,6,4
108828,0,7,4
108829,1,5,2
108830,4,7,2
108831,5,7,3
108832,2,6,3
108833,1,6,2
108834,0,7,3
108835,0,6,4
108837,2,6,2
108838,0,7,2
108839,0,6,2
108840,1,6,3
108841,2,5,3
108842,1,6,3
108843,2,7,5
108844,1,6,2
108845,1,6,3
108846,0,6,3
108847,3,5,2
108848,1,6,3
108849,0,6,3
108850,1,6,3
108851,0,7,3
108852,1,6,3
108853,1,6,2
108854,0,6,2
108855,0,6,4
108856,1,6,2
108857,1,6,1
108858,1,6,3
108859,2,7,1
108860,2,5,3
108861,1,6,2
108862,2,6,1
108863,2,6,2
108864,3,7,3
108865,2,6,3
108866,0,6,2
108867,3,6,1
108868,2,5,2
108869,1,6,3
108870,0,7,1
108871,1,5,3
108872,2,5,1
108873,1,6,2
108874,2,6,2
108875,0,6,2
108876,0,5,2
108877,1,6,2
108878,1,6,2
108879,1,7,5
108880,0,7,3
108881,0,5,2
108926,2,6,3
108927,2,6,3
108928,4,7,6
108929,3,5,3
108930,5,6,2
108931,2,6,5
108932,4,5,3
108933,3,6,4
108934,1,5,4
108935,3,5,3
108937,1,7,5
108938,2,5,3
108939,2,6,3
108940,4,5,4
108941,2,6,3
108942,3,5,4
108943,2,5,3
108944,0,6,4
108945,2,5,3
108946,4,7,2
108947,3,6,4
108948,4,7,2
108949,4,7,3
108950,5,5,3
108951,3,6,4
108952,6,5,5
108954,2,6,3
108955,3,5,4
108956,3,5,4
108957,3,6,3
108958,3,6,3
108959,3,6,4
108961,4,5,4
108962,2,5,3
108963,3,6,4
108964,3,5,4
108965,3,5,3
108966,1,7,5
108967,6,6,4
108968,1,7,4
108969,5,6,4
108970,4,5,4
108971,3,5,3
108972,1,7,5
108973,2,5,3
108974,1,7,5
108975,2,7,4
108976,3,5,3
108977,0,7,3
108978,4,6,3
108979,3,5,4
108981,2,5,3
108982,5,7,3
108983,4,5,3
108984,4,6,4
108985,3,5,3
108986,2,5,3
108987,3,6,4
108988,4,6,3
108989,3,5,3
108990,2,5,4
108991,3,5,4
108992,0,7,3
108993,3,5,4
108994,2,5,3
108995,5,6,2
108996,6,5,5
108997,5,7,2
108998,3,6,4
108999,5,6,2
112528,0,6,2
112529,1,6,4
112530,0,5,0
112531,4,5,2
112532,0,5,1
112533,2,2,2
112534,0,6,3
112535,0,5,2
112536,0,7,6
112537,3,4,3
112538,0,6,3
112539,2,3,0
112540,1,5,4
112541,0,4,1
116809,1,6,3
116810,1,7,1
116812,7,6,2
116813,0,7,1
116814,1,5,2
116816,2,6,3
116817,1,6,3
116820,0,6,4
116821,0,6,3
116822,0,6,3
116823,2,6,3
116824,1,6,3
116825,2,6,2
116826,5,7,3
116827,2,6,2
116828,1,6,3
116829,3,6,0
116830,0,7,2
116831,1,6,2
116832,1,7,5
116833,1,5,2
116834,2,5,2
116835,1,6,2
116836,2,5,3
116837,2,5,2
116838,1,5,3
116839,1,6,1
116840,1,5,3
116841,0,7,2
116842,2,6,3
116843,0,6,2
116844,2,5,2
116845,2,6,2
116846,1,6,2
116847,0,6,2
116848,2,6,3
116849,2,6,3
116850,1,6,2
116851,1,6,3
116852,1,5,2
116853,1,5,3
116854,0,7,2
123363,1,6,2
123364,1,6,2
123365,1,6,2
123366,1,6,3
123367,1,6,3
123368,1,6,2
123369,2,6,3
123370,1,6,2
123371,2,6,3
123372,1,6,3
123373,1,6,3
123374,1,6,2
123375,1,6,2
123376,1,6,3
123377,1,6,2
123378,1,6,3
123379,1,6,2
123380,1,6,2
123381,1,6,3
123382,2,6,1
123383,1,6,3
123384,1,6,2
123385,1,6,3
123386,1,6,2
123388,1,6,3
123389,1,6,3
123390,1,6,3
123391,1,6,2
123392,1,6,3
123393,1,6,2
123394,1,6,3
123395,1,6,3
123396,1,6,3
123397,1,6,2
123398,1,6,3
123399,0,6,2
123401,1,6,2
123402,1,6,3
123403,1,6,3
123404,1,6,2
123405,1,6,2
123406,0,6,3
123407,1,6,3
123408,1,6,3
123409,1,6,3
123410,1,6,2
123411,1,6,3
123412,1,6,3
123413,1,6,2
123414,1,6,2
123415,1,6,2
123416,1,6,3
123417,1,6,3
123419,1,6,3
123420,1,6,2
123421,1,6,2
123422,1,6,3
123423,1,6,2
123424,1,6,2
123425,1,6,3
123426,1,6,2
123427,1,6,3
123428,1,6,3
123429,1,6,3
123430,1,6,2
123431,1,6,2
123432,1,6,3
123433,1,6,2
123434,1,6,2
123435,1,6,2
123436,1,6,2
123437,1,6,3
123438,1,6,3
123439,1,6,2
123440,1,6,3
123441,1,6,2
123442,1,6,3
123444,1,6,3
123445,1,6,3
123446,1,6,3
123447,1,6,2
123448,1,6,2
123449,1,6,3
123450,1,6,2
123451,0,6,3
123452,0,6,3
123453,1,6,3
123454,1,6,2
123455,1,6,3
123456,1,6,3
123457,1,6,2
123458,1,6,3
123459,0,6,2
123460,1,6,3
123461,1,6,3
123462,1,6,2
123463,1,6,2
123464,1,6,3
123465,1,6,2
123466,0,6,2
123467,1,6,3
123468,1,6,2
123469,1,6,3
123470,1,6,2
123471,1,6,2
123472,0,6,2
123473,1,6,2
123474,1,6,2
123475,1,6,3
123476,1,6,3
123477,1,6,2
123478,1,6,2
123479,1,6,3
123480,1,6,2
123481,1,6,3
123482,1,6,2
123483,0,6,2
123484,1,6,2
123485,1,6,2
123486,0,6,3
123487,1,6,2
123488,0,6,3
123489,1,6,2
123490,1,6,3
123491,1,6,3
123492,2,6,3
123493,1,6,2
123494,1,6,3
123495,0,6,2
123496,1,6,1
123497,1,6,2
123498,0,6,2
123499,1,6,2
123500,1,6,2
123501,1,6,3
123502,0,6,2
123503,1,6,3
123504,0,6,2
123505,0,6,3
123506,1,6,3
123507,1,6,2
123508,1,6,3
123509,1,6,2
123510,1,6,2
123511,1,6,2
123512,1,6,2
123514,1,6,3
123515,3,3,3
123516,0,6,3
123517,4,6,2
123518,3,6,2
123519,1,6,2
123520,3,6,2
123521,3,6,2
123522,1,6,2
123523,1,6,2
123524,1,6,0
123525,0,6,2
123526,0,6,1
123527,2,5,2
123528,0,6,3
123530,1,6,3
123531,1,6,3
123532,1,6,2
123533,1,6,2
123534,1,6,2
123535,1,6,2
123536,0,6,3
123537,1,6,2
123540,1,6,2
123541,1,6,2
123543,1,6,2
123544,1,6,2
123545,1,6,3
123546,1,6,2
125790,3,5,1
125791,2,6,2
125792,1,6,3
125793,1,5,2
125794,2,6,1
125795,2,5,2
125796,2,5,1
125797,2,6,2
125798,1,6,2
125799,2,6,2
125800,2,5,2
125801,1,6,2
125802,1,6,2
125803,1,5,2
125804,1,6,3
125805,1,6,3
125806,2,5,2
125807,1,5,1
125808,1,6,2
125809,1,7,4
125810,1,6,2
125811,1,6,2
125812,0,7,1
125813,3,5,1
125814,3,6,2
125816,0,7,2
125817,0,6,4
125818,2,5,2
125819,0,7,3
125820,0,6,3
125821,0,6,3
125822,4,5,2
125823,0,7,2
125824,0,6,3
125825,3,6,2
125828,3,5,1
125829,0,6,4
125830,5,5,2
125831,1,6,2
125832,4,6,2
125833,2,6,2
125834,3,5,1
125835,2,6,2
125836,0,6,2
125837,2,5,2
125838,1,6,3
125839,1,6,5
125840,3,6,1
125841,1,6,2
125843,1,5,2
125844,1,6,3
125845,3,6,2
125846,1,5,2
125847,1,4,1
125848,1,6,2
125849,1,6,3
125850,1,5,2
125851,0,6,2
125852,2,5,2
125853,0,6,3
125854,2,6,3
125855,3,5,1
125856,4,6,2
125857,2,7,0
125858,3,5,2
125859,2,6,2
125860,0,6,2
125862,2,6,0
125863,2,5,2
125864,1,6,2
125865,0,6,2
125866,0,6,3
125867,3,6,2
125868,3,7,5
125869,0,6,3
125870,1,5,1
125871,1,6,2
125872,0,7,0
125874,2,6,5
125875,1,6,2
125876,0,6,4
125877,1,6,2
125878,2,5,2
125879,1,5,2
125880,1,6,2
125881,2,5,2
125882,1,6,3
125883,4,5,1
125884,4,7,4
125885,1,6,2
125886,0,7,1
125887,0,7,1
125888,1,6,3
125889,0,7,2
125890,3,6,2
125891,1,5,2
125892,1,6,4
125893,2,5,2
125894,4,5,1
125895,5,6,2
125896,1,6,3
125897,0,6,4
125898,3,5,3
125899,3,5,1
125900,3,6,2
125901,3,5,1
125902,2,6,3
125903,0,6,4
125905,2,7,5
125906,3,5,1
125907,3,5,1
125908,1,6,2
125909,2,6,2
125910,2,5,2
125911,0,5,4
125912,0,6,1
125913,2,5,2
125914,0,7,5
125915,2,5,3
125916,1,6,2
125917,4,5,3
125918,0,1,3
125919,3,5,4
125920,0,7,4
125921,0,6,1
125923,1,6,3
125924,1,5,2
125925,1,6,2
125926,1,6,2
125927,2,6,3
125928,1,6,2
125929,1,6,0
125930,3,6,3
125931,2,5,3
125932,1,6,3
125933,2,6,3
125935,5,6,1
125936,1,6,2
125937,1,6,3
125938,2,5,4
125939,2,6,2
125940,2,6,3
125941,2,6,4
125942,2,7,0
125943,1,6,2
125944,1,5,3
125945,2,6,4
125946,3,6,4
125947,2,6,2
125948,1,6,1
125949,2,5,4
125950,1,7,0
125951,4,6,1
125952,0,7,2
125953,0,6,3
125954,2,6,4
125955,5,5,2
125956,2,6,2
125957,1,5,2
125958,2,6,4
125959,1,5,3
125960,1,6,2
125961,2,5,3
125962,3,6,3
125965,1,5,2
125966,3,6,3
125967,0,7,5
125968,1,6,2
125969,1,5,0
125970,1,6,3
125971,2,6,3
125973,4,7,2
125975,3,5,4
125976,2,5,2
125977,2,6,2
125978,1,5,4
125979,0,6,3
125980,1,5,2
125981,1,6,3
125982,2,5,3
125983,2,6,3
125984,0,7,3
125985,2,6,2
125986,3,7,1
125987,2,5,3
125988,2,6,3
125989,1,7,4
125990,0,6,2
125991,3,5,4
125992,2,6,3
125993,1,5,2
125994,0,7,2
125996,1,5,3
125998,0,7,2
125999,0,7,2
126000,2,6,0
126001,1,6,3
126002,1,6,3
126003,2,5,2
126004,1,6,3
126005,2,5,3
126006,1,6,5
126007,4,7,1
126008,4,7,2
126009,1,5,2
126010,1,5,3
126011,2,6,2
126012,1,6,2
126013,4,6,1
126014,2,6,4
126015,1,6,2
126016,1,5,3
126017,2,6,4
126018,2,5,5
126019,2,5,3
126020,1,6,3
126021,0,6,2
126022,4,5,2
126023,1,6,5
126024,2,5,3
126025,0,6,2
126026,2,6,2
126027,1,6,2
126028,0,7,2
126093,0,6,3
126094,0,6,3
126095,0,6,4
126096,1,6,5
130068,0,6,2
130069,2,5,2
130070,1,5,3
130071,1,5,3
130072,2,6,3
130073,2,5,2
130074,1,6,3
130076,0,7,0
130077,1,5,1
130078,1,6,2
130079,1,5,2
130080,2,5,2
130081,4,7,3
130082,1,6,3
130084,2,5,2
130086,2,6,3
130088,2,7,5
130089,2,6,2
130090,1,6,3
130092,1,6,3
130096,1,5,2
130097,2,5,3
130098,2,6,2
130101,2,6,3
130104,1,6,3
130105,3,5,2
130107,1,7,0
130108,1,6,3
130109,1,6,1
130110,2,6,2
130112,1,6,3
130113,1,6,2
130114,1,6,2
130116,1,7,0
130117,0,6,3
130118,1,6,3
132071,1,7,0
132072,1,7,1
132073,1,6,1
132074,1,7,1
132075,1,7,1
132076,3,6,1
132077,1,5,1
132078,2,6,5
132079,0,7,3
132082,0,6,2
132083,0,7,4
132084,2,6,1
132085,2,6,5
132086,1,6,0
132087,2,5,4
132088,2,7,4
132089,4,5,2
132090,1,7,3
132091,3,6,2
132092,3,7,4
132093,4,6,1
132094,1,6,0
132095,0,5,2
132096,1,7,0
132097,0,6,2
132098,1,7,0
132099,0,7,1
132100,1,7,1
132101,3,7,3
132102,1,7,4
132103,3,7,4
132104,2,7,4
132105,3,7,1
132106,2,7,1
132107,2,6,3
132108,0,7,3
132109,0,7,1
132110,1,6,2
132111,0,6,4
132113,1,7,0
132114,3,7,1
132115,1,5,1
132116,0,7,3
132117,3,6,1
132118,0,7,2
132119,0,6,1
132120,1,7,4
132121,0,7,2
132122,4,6,3
132123,3,7,4
132125,0,7,3
132126,4,7,4
132127,0,7,3
132128,3,6,3
132129,0,7,0
132130,2,7,4
132131,1,5,2
132132,1,7,1
132133,0,7,3
132136,3,6,4
132137,1,7,4
132138,2,7,4
132139,3,7,4
132140,0,7,1
132141,3,5,3
132142,1,7,2
132143,1,7,0
132144,1,7,1
132145,0,7,2
132146,2,7,1
132147,0,7,4
132148,2,7,4
132149,2,6,1
132150,0,6,4
132151,1,7,1
132152,4,7,1
132154,0,7,3
132155,2,5,1
132156,1,6,3
132157,3,7,3
132158,2,6,2
132159,3,7,4
132161,3,6,1
132162,3,6,1
132163,0,7,1
132164,0,7,3
132165,1,4,1
132166,0,7,1
132167,0,7,2
132168,2,7,4
132169,2,7,1
132170,0,6,0
132171,0,6,2
132172,1,6,3
132173,3,4,2
132174,1,6,1
132175,2,7,1
132176,1,7,3
132177,1,7,0
132178,1,7,1
132179,2,5,4
132180,2,6,0
132181,0,7,1
132182,0,7,4
132183,1,6,1
132184,0,7,1
132185,4,7,2
132186,1,7,1
132188,3,6,4
132189,0,6,4
132190,2,6,1
132191,2,7,0
132192,2,7,4
132193,2,6,4
132194,1,7,1
132195,3,6,2
132196,2,7,4
132197,4,7,2
132199,2,6,2
132200,1,6,4
132201,1,7,4
132202,4,6,2
132203,0,6,4
132204,1,7,1
132205,1,7,0
132206,1,5,2
132207,2,7,1
132208,1,7,2
132209,2,7,4
132210,1,7,0
132211,2,7,2
132212,1,7,4
132213,3,6,4
132214,0,6,4
132215,3,6,3
132216,0,7,3
132217,4,7,1
132218,3,6,4
132219,0,7,4
132220,0,7,0
132221,1,6,1
132222,4,7,3
132223,4,7,3
132224,1,5,2
132225,2,7,1
132226,2,5,1
132228,2,7,2
132229,0,6,2
132230,1,7,5
132232,2,7,0
132233,2,7,5
132234,4,6,2
132235,3,5,2
132236,3,7,4
132237,0,7,2
132238,0,7,3
132239,0,6,4
132240,2,7,1
132241,1,7,0
132242,2,7,3
132243,1,5,2
132244,3,5,2
132246,1,6,4
132247,1,7,1
132248,2,6,3
132249,4,7,1
132356,0,7,4
132357,2,7,5
132358,4,5,4
132359,4,4,5
132360,4,5,4
132361,4,5,4
132362,2,7,4
132363,5,6,2
132364,3,6,3
132365,4,4,4
132366,6,6,6
132367,1,7,5
132368,3,7,5
132369,3,5,5
132370,2,6,3
132371,3,6,4
132372,4,7,1
132373,6,6,2
132374,3,5,4
132375,3,6,5
132376,5,6,5
132377,4,5,5
132378,3,5,3
132379,7,6,6
132380,3,5,4
132381,3,5,5
132382,4,7,1
132383,3,5,4
132384,3,5,3
132385,3,7,6
132386,4,5,4
132387,3,5,4
132388,1,6,3
132389,6,6,2
132390,6,6,5
132391,3,4,4
132392,3,6,5
132393,3,7,5
132394,3,5,4
132395,3,6,4
132396,3,5,4
132397,3,5,3
132398,3,5,4
132399,2,6,6
132400,3,6,4
132401,3,5,3
132402,4,6,4
132403,3,5,4
132404,3,6,3
132405,4,6,4
132406,3,6,4
132407,3,5,4
132408,3,6,5
132409,4,6,4
132410,3,7,4
132411,0,7,3
132412,2,6,3
132413,4,5,4
132414,1,7,6
132415,2,5,4
132416,3,5,4
132417,2,6,3
132418,3,6,4
132419,4,5,3
132421,4,5,4
132422,3,5,4
132423,2,7,5
132424,5,7,5
132425,1,7,5
132426,4,6,4
132427,3,5,4
132428,4,5,4
132429,4,6,4
132430,4,6,4
132431,3,5,4
132432,3,5,4
132433,4,5,4
132434,3,6,4
132435,3,4,4
132436,3,5,4
132437,5,6,5
132438,3,5,3
132439,2,7,5
132441,3,5,4
132442,5,5,5
132443,3,6,4
132444,5,7,2
132445,1,7,5
132446,2,5,4
132447,3,5,4
132448,3,5,3
132449,3,5,4
