# id,x,y,z
103105,3,7,0
103107,6,7,3
103108,2,6,6
103109,2,7,1
103110,1,7,3
103111,6,7,1
103112,3,6,4
103113,0,7,4
103114,4,7,2
103115,0,7,5
103116,7,7,3
103117,5,7,3
103118,4,7,2
103120,3,7,2
103121,3,7,4
103122,6,7,3
103123,3,7,0
103124,7,7,4
103125,3,7,2
103126,5,7,2
103127,4,7,4
103128,6,6,5
103129,4,7,2
103130,3,7,4
103131,5,6,3
103132,4,6,5
103133,5,7,0
103134,1,6,3
103135,4,7,4
103136,4,7,2
103137,5,6,3
103138,1,7,0
103139,3,6,3
103140,5,7,0
103141,0,7,1
103142,2,7,1
103143,2,6,4
103144,6,7,6
103145,1,7,2
103146,0,7,3
103147,6,6,5
103148,3,7,2
103149,4,7,3
103150,3,6,3
103151,2,7,3
103152,4,7,0
103153,1,7,3
103154,2,7,1
103155,7,7,5
103156,1,7,2
103157,3,6,1
103158,7,7,4
103159,6,7,5
103160,1,7,2
103161,7,6,1
103162,1,7,0
103163,7,6,3
103164,3,7,4
103165,6,7,3
103166,6,7,3
103167,0,7,4
103168,5,7,2
103169,1,7,5
103170,1,6,3
103171,4,6,3
103172,2,7,0
103173,3,7,3
103174,0,7,3
103175,4,7,3
103176,3,6,4
103177,5,6,5
103178,6,7,2
103179,5,6,3
103180,2,7,5
103181,7,7,3
103182,4,6,4
103183,6,6,3
103184,1,7,1
103185,3,7,4
103186,5,6,4
103187,3,7,3
103188,3,7,3
103189,7,7,4
103190,1,7,2
103191,4,7,3
103192,4,7,2
103193,0,7,4
103194,0,7,3
103195,1,7,3
103196,1,7,3
103197,4,7,4
103198,3,7,4
103200,3,6,3
103201,4,7,3
103202,4,7,3
103203,3,6,3
103204,6,7,4
103205,6,7,1
103206,2,6,4
103207,3,6,4
103208,1,5,6
103209,6,6,5
103210,3,6,5
103211,1,7,1
103212,6,7,4
103213,4,7,0
103214,4,7,2
103215,6,7,3
103216,1,7,4
103217,3,7,2
103218,5,7,0
103219,4,7,5
103220,0,7,2
103221,5,7,2
103222,3,6,2
103223,1,7,2
103224,5,7,2
103225,6,7,4
103226,4,7,2
103227,3,6,3
103228,2,7,2
103229,4,6,4
103230,4,7,3
103231,4,7,5
103232,6,7,1
103233,0,6,2
103234,2,6,7
103235,2,7,5
103236,5,7,0
103237,4,6,4
103238,0,7,1
103239,5,6,3
103240,5,7,4
103241,4,6,6
103242,6,6,2
103243,5,6,2
103244,1,6,0
103245,7,7,1
103246,3,7,4
103247,5,7,1
103248,0,6,7
103249,4,6,5
103250,3,7,3
103251,0,5,7
103252,0,6,7
103253,1,7,4
103254,1,7,0
103255,5,7,4
103256,1,7,3
103257,3,6,3
103258,0,6,4
103259,3,6,6
103260,0,7,3
103261,0,7,2
103262,3,7,2
103263,4,7,3
103264,6,7,4
103265,2,7,1
103266,4,7,0
103267,2,6,2
103268,0,7,1
103270,3,7,0
103271,3,7,3
103272,3,7,2
103273,2,7,3
103274,3,6,6
103275,1,6,3
103276,3,6,2
103277,1,7,0
103278,0,7,0
103279,0,6,5
103280,5,7,2
103281,3,7,3
103282,2,6,6
103283,1,7,1
103284,6,7,2
103285,3,7,3
103286,1,7,4
103287,4,7,0
103288,3,7,3
103289,6,7,5
103290,2,7,2
103291,5,7,3
103292,7,7,3
103294,0,7,3
103295,3,7,1
103296,0,7,3
103297,3,7,5
103298,0,7,1
103299,4,7,0
103300,3,7,2
103301,0,7,0
103302,4,7,2
103303,6,7,5
103304,2,7,3
103305,2,6,2
103306,4,7,2
103307,2,7,1
103308,0,7,4
103309,6,7,4
103310,0,7,3
103311,2,7,3
103312,2,6,3
103313,2,7,2
103315,1,7,4
103316,2,6,4
103317,2,7,2
103318,0,6,5
103319,6,7,5
103320,2,7,0
103321,5,6,4
103322,1,7,2
103323,0,7,3
103324,5,7,0
103325,7,7,4
103327,4,7,4
103328,3,7,0
103329,5,7,4
103330,6,6,4
103331,4,7,0
103332,2,7,3
103333,3,7,0
103334,1,7,4
103335,4,7,4
103336,1,7,1
103337,4,7,0
103338,5,7,4
103339,3,6,4
103340,2,7,4
103341,1,7,2
103342,7,7,3
103343,4,7,3
103344,5,7,0
103345,1,7,1
103346,0,6,6
103347,1,6,3
103348,5,7,4
103349,3,6,4
103350,5,7,0
103351,5,7,5
103352,6,7,1
103353,7,7,3
103354,5,7,4
103355,4,7,1
103356,4,7,4
103357,3,6,3
103358,4,7,0
103359,6,6,4
103360,3,7,3
103361,7,7,5
103362,5,7,0
103363,7,7,3
103364,1,6,3
103365,3,6,5
103366,4,6,5
103367,1,7,0
103368,3,6,5
103369,1,7,0
103370,7,7,2
103372,2,7,4
103373,7,7,5
103374,5,7,0
103375,6,7,0
103376,4,6,4
103377,3,6,4
103378,7,6,4
103379,5,7,3
103380,2,6,5
103381,4,7,1
103382,3,7,4
103383,1,7,2
103384,6,7,4
103385,5,6,4
103386,1,7,3
103388,4,7,2
103389,6,7,0
103390,0,5,6
103391,4,7,0
103392,2,7,1
103393,5,7,1
103394,3,7,1
103395,3,7,1
103396,6,7,1
105193,5,5,5
105194,4,7,0
105195,7,5,2
105196,7,6,1
105197,2,4,2
105198,2,5,2
105199,4,5,0
105200,7,3,5
105201,2,3,3
105202,5,4,4
105203,0,5,0
105204,0,6,4
105205,5,7,0
105206,4,2,1
105207,2,6,0
105209,3,4,3
105210,1,3,2
105211,4,7,1
105212,3,5,0
105213,1,4,0
105215,3,5,3
105216,3,6,3
105217,3,7,6
105218,3,6,6
105219,3,7,4
105220,2,7,2
105221,0,5,6
105222,4,7,4
105223,2,3,5
105224,2,4,4
105225,6,4,0
105226,5,5,0
105227,3,7,1
105228,4,6,0
105229,3,4,0
105230,3,5,3
105231,1,4,2
105232,2,4,0
105233,7,2,3
105234,5,5,0
105235,3,5,6
105236,3,5,1
105237,1,5,1
105238,2,5,2
105239,3,5,1
105240,7,5,2
105241,4,6,2
105242,4,4,0
105243,7,6,4
105244,0,6,0
105245,2,7,3
105246,5,6,7
105247,2,4,5
105248,3,5,4
105249,1,6,0
105250,3,4,5
105251,0,5,2
105252,0,4,2
105253,1,7,2
105254,7,5,3
105255,2,6,2
105256,1,5,0
105257,4,4,3
105258,3,3,2
105259,1,5,0
105260,4,7,2
105261,3,7,1
105262,3,3,2
105263,1,7,2
105264,0,5,3
105265,2,4,1
105266,5,5,1
105267,5,6,0
105268,6,3,1
105269,0,4,4
105270,4,5,3
105271,3,4,1
105272,2,7,1
105273,0,5,2
105274,5,6,2
105275,3,7,2
105276,0,3,7
105277,7,4,1
105278,4,6,1
105279,4,4,0
105280,3,5,2
105281,6,4,3
105282,4,6,3
105283,2,5,5
105284,4,7,3
105285,1,7,0
105286,4,5,5
105287,4,6,1
105288,5,5,3
105290,3,4,5
105291,7,4,0
105292,4,7,0
105293,3,7,3
105294,2,5,3
105295,4,3,5
105296,1,5,2
105297,3,7,2
105298,4,5,1
105299,2,3,1
105300,3,3,2
105301,2,4,3
105302,2,4,3
105303,4,2,1
105304,3,6,7
105305,1,5,0
105306,5,6,0
105307,5,7,0
105643,2,6,2
105644,0,7,5
105645,4,7,7
105646,3,6,0
105647,3,7,2
105648,4,7,6
105649,0,7,2
105650,3,6,2
105651,2,7,2
105652,6,7,1
105653,3,7,1
105654,0,6,0
105655,3,7,0
105656,1,6,0
105657,5,7,5
105658,5,7,1
105659,5,6,1
105660,2,6,2
105661,2,7,1
105662,3,5,2
105663,2,4,4
105664,7,6,2
105665,2,7,3
105666,0,7,0
105667,2,5,3
105668,2,6,3
105669,6,7,6
105670,2,7,3
105671,6,7,3
105673,2,6,5
105674,5,6,4
105676,3,6,4
105677,1,6,2
105678,3,7,4
105679,3,7,2
105680,0,5,6
105681,5,5,2
105682,7,7,5
105683,7,7,1
105684,7,6,5
105685,6,5,4
105686,4,5,5
105687,2,7,3
105688,4,6,2
105689,2,7,0
105690,4,6,5
105691,0,6,2
105692,1,7,0
105693,3,7,0
105694,4,7,2
105696,0,0,2
105697,3,6,1
105698,2,6,2
105699,1,7,4
105700,4,7,1
105701,0,7,1
105702,5,7,2
105703,4,7,1
105704,7,5,3
105705,7,6,4
105706,5,7,5
105707,6,6,1
105708,1,4,1
105709,7,6,3
105710,3,6,5
105712,3,7,5
105713,2,5,3
105714,3,6,2
105715,5,7,3
105716,7,7,3
105717,2,6,2
105718,3,7,2
105719,0,7,4
105720,6,7,1
105721,6,6,3
105722,1,6,4
105723,2,7,5
105724,6,7,2
105725,1,7,1
105726,5,7,2
105727,3,7,1
105728,6,7,2
105729,2,5,2
105730,7,6,3
105731,2,6,3
105732,4,6,2
105733,3,6,5
105734,2,6,6
105735,4,6,0
105736,3,7,0
105737,7,7,5
105738,3,7,3
105739,1,7,2
105740,3,7,3
105742,2,7,3
105743,6,7,6
105744,4,7,2
105745,6,7,1
105746,1,7,0
105748,2,6,4
105749,2,7,3
105750,3,6,2
105751,6,6,5
105752,7,5,1
105753,0,7,2
105754,5,7,0
105755,1,6,2
105756,3,7,0
105757,7,4,3
105758,0,6,2
105759,6,6,3
105760,5,6,1
105761,2,6,1
105762,4,7,2
105763,2,7,0
105764,0,7,0
108817,2,7,3
108818,4,7,3
108820,2,7,3
108821,0,7,0
108822,3,7,3
108823,1,7,0
108824,3,6,2
108825,4,6,3
108827,6,6,4
108828,6,7,1
108829,3,6,3
108830,3,7,5
108831,5,7,7
108832,5,7,3
108833,3,6,3
108834,4,7,1
108835,6,7,1
108837,2,7,4
108838,3,7,0
108839,3,7,2
108840,4,6,2
108841,4,6,4
108842,4,6,3
108843,7,7,4
108844,2,7,2
108845,4,6,2
108846,3,7,0
108847,2,6,5
108848,4,7,3
108849,5,7,1
108850,5,7,2
108851,4,7,2
108852,4,7,3
108853,2,7,2
108854,3,6,1
108855,5,6,1
108856,3,6,3
108857,1,6,2
108858,4,6,3
108859,1,7,3
108860,4,6,4
108861,3,6,3
108862,0,6,4
108863,3,7,4
108864,4,7,5
108865,3,7,4
108866,2,7,2
108867,0,6,5
108868,2,5,4
108869,4,7,3
108870,2,7,0
108871,4,6,3
108872,2,6,3
108873,2,7,3
108874,2,6,4
108875,2,6,2
108876,3,6,1
108877,2,7,2
108878,3,6,2
108879,7,7,2
108880,3,7,1
108881,3,5,1
108926,5,6,5
108927,5,6,5
108928,7,7,7
108929,6,5,6
108930,4,6,7
108931,7,6,5
108932,6,5,7
108933,7,6,7
108934,6,5,4
108935,6,6,7
108937,7,7,3
108938,5,5,4
108939,5,6,5
108940,7,5,7
108941,5,6,5
108942,7,5,7
108943,6,5,5
108944,7,6,2
108945,5,5,5
108946,3,7,7
108947,7,7,6
108948,4,7,6
108949,7,7,6
108950,6,5,7
108951,6,7,6
108952,7,5,7
108954,4,6,4
108955,7,6,7
108956,7,5,6
108957,6,7,6
108958,6,6,6
108959,7,6,6
108961,6,6,7
108962,6,6,5
108963,6,6,6
108964,7,6,7
108965,5,6,6
108966,7,7,3
108967,7,5,7
108968,7,7,4
108969,7,7,7
108970,7,5,7
108971,5,6,7
108972,7,7,5
108973,5,6,5
108974,7,7,4
108975,7,7,6
108976,6,4,6
108977,5,7,3
108978,6,6,7
108979,7,5,7
108981,6,5,5
108982,7,6,7
108983,6,5,7
108984,7,6,7
108985,5,5,7
108986,6,6,5
108987,6,6,7
108988,6,6,7
108989,5,5,5
108990,7,5,5
108991,7,5,6
108992,4,7,2
108993,7,4,6
108994,5,5,5
108995,3,6,7
108996,7,5,7
108997,4,7,7
108998,7,6,7
108999,4,6,7
112528,4,5,2
112529,4,5,3
112530,0,3,0
112531,2,4,5
112532,2,4,2
112533,3,0,3
112534,4,4,0
112535,2,4,0
112536,7,6,0
112537,3,2,3
112538,4,4,0
112539,0,1,3
112540,5,4,1
112541,1,2,1
116809,4,7,3
116810,2,7,3
116812,4,4,7
116813,1,7,0
116814,3,6,2
116816,5,6,4
116817,4,7,3
116820,7,7,1
116821,4,7,1
116822,4,7,2
116823,4,6,5
116824,4,7,2
116825,2,7,4
116826,4,7,7
116827,3,6,4
116828,5,6,3
116829,0,6,5
116830,2,7,0
116831,1,6,3
116832,7,7,3
116833,1,6,3
116834,3,6,3
116835,3,6,2
116836,4,6,4
116837,2,5,3
116838,4,6,3
116839,1,7,2
116840,5,5,3
116841,2,7,0
116842,4,6,3
116843,3,6,2
116844,3,5,4
116845,2,7,4
116846,3,7,3
116847,3,6,2
116848,4,7,4
116849,4,7,4
116850,3,7,3
116851,5,6,2
116852,3,6,3
116853,4,6,3
116854,2,7,0
123363,2,7,2
123364,3,7,2
123365,2,7,2
123366,4,7,2
123367,4,7,2
123368,3,7,3
123369,4,7,4
123370,2,7,2
123371,3,6,4
123372,4,7,2
123373,5,7,2
123374,3,7,3
123375,2,7,2
123376,5,7,2
123377,3,7,3
123378,4,7,2
123379,3,7,2
123380,3,7,1
123381,4,7,2
123382,0,7,3
123383,4,7,3
123384,2,7,2
123385,5,7,2
123386,2,7,3
123388,5,7,2
123389,6,7,2
123390,4,7,2
123391,3,7,2
123392,4,7,2
123393,2,7,2
123394,4,7,1
123395,4,7,2
123396,4,7,2
123397,2,7,2
123398,5,7,3
123399,3,7,1
123401,3,7,2
123402,4,7,2
123403,4,7,2
123404,2,7,2
123405,2,7,2
123406,4,7,1
123407,5,7,1
123408,5,7,1
123409,5,7,2
123410,3,7,2
123411,4,7,2
123412,5,7,2
123413,3,7,2
123414,3,7,2
123415,2,7,2
123416,5,7,2
123417,4,7,2
123419,4,7,2
123420,3,7,2
123421,3,7,2
123422,5,7,2
123423,2,7,2
123424,3,7,2
123425,5,7,3
123426,2,7,2
123427,4,7,3
123428,4,7,2
123429,4,7,2
123430,2,7,2
123431,3,7,2
123432,4,7,2
123433,3,7,2
123434,3,7,3
123435,3,7,2
123436,2,7,2
123437,4,7,3
123438,4,7,3
123439,3,7,2
123440,5,7,2
123441,2,7,3
123442,4,7,2
123444,4,7,2
123445,4,7,2
123446,4,7,3
123447,3,7,2
123448,3,7,2
123449,4,7,2
123450,3,7,3
123451,4,7,1
123452,4,7,1
123453,5,7,2
123454,3,7,2
123455,5,7,2
123456,4,7,3
123457,3,7,2
123458,3,7,2
123459,3,7,1
123460,3,7,2
123461,4,7,2
123462,3,7,2
123463,2,7,2
123464,5,7,2
123465,3,7,2
123466,2,7,1
123467,5,7,2
123468,3,7,2
123469,4,7,1
123470,2,7,2
123471,2,7,3
123472,3,7,1
123473,2,7,3
123474,2,7,2
123475,4,7,3
123476,4,7,2
123477,3,7,2
123478,3,7,2
123479,4,7,2
123480,3,7,2
123481,4,7,2
123482,3,7,2
123483,2,7,1
123484,3,7,1
123485,3,7,2
123486,4,7,1
123487,2,7,2
123488,4,7,1
123489,2,7,2
123490,5,7,2
123491,4,7,2
123492,4,7,3
123493,2,7,1
123494,4,7,3
123495,3,7,1
123496,1,7,3
123497,2,7,3
123498,3,7,1
123499,2,7,2
123500,2,7,2
123501,4,7,2
123502,3,7,1
123503,4,7,2
123504,3,7,1
123505,4,7,1
123506,5,7,2
123507,2,7,2
123508,4,7,2
123509,3,7,2
123510,2,7,2
123511,2,7,3
123512,3,7,2
123514,4,7,2
123515,4,1,4
123516,4,7,1
123517,3,6,7
123518,1,6,6
123519,1,6,2
123520,2,6,7
123521,1,6,6
123522,2,7,3
123523,3,7,2
123524,0,7,2
123525,1,6,1
123526,0,7,0
123527,3,6,3
123528,4,7,1
123530,4,7,3
123531,4,7,2
123532,3,7,3
123533,3,7,2
123534,3,7,2
123535,3,7,2
123536,4,7,1
123537,3,7,3
123540,3,7,2
123541,3,7,2
123543,3,7,2
123544,3,7,2
123545,5,7,2
123546,3,7,2
125790,1,5,6
125791,2,6,5
125792,4,6,3
125793,3,6,2
125794,0,6,4
125795,3,6,4
125796,1,5,4
125797,2,6,5
125798,2,7,2
125799,3,6,4
125800,1,5,3
125801,2,7,2
125802,2,6,2
125803,2,6,2
125804,4,6,3
125805,4,6,3
125806,3,5,4
125807,0,5,3
125808,2,7,2
125809,5,7,2
125810,3,7,3
125811,2,7,2
125812,2,7,0
125813,0,5,5
125814,3,6,5
125816,2,7,0
125817,6,7,0
125818,1,6,4
125819,5,7,0
125820,5,7,0
125821,5,6,0
125822,1,6,7
125823,4,7,0
125824,5,7,0
125825,3,6,6
125828,0,6,5
125829,7,7,1
125830,3,6,7
125831,2,7,3
125832,3,6,7
125833,3,6,5
125834,1,6,6
125835,2,7,3
125836,3,7,1
125837,3,5,4
125838,4,6,2
125839,7,6,2
125840,0,6,6
125841,3,7,2
125843,3,5,3
125844,3,7,2
125845,2,6,6
125846,3,5,3
125847,1,3,2
125848,3,6,2
125849,4,6,2
125850,2,5,3
125851,2,6,1
125852,2,5,4
125853,5,7,1
125854,4,6,3
125855,1,6,6
125856,1,6,7
125857,0,7,4
125858,1,5,6
125859,2,7,4
125860,2,6,0
125862,0,6,5
125863,1,5,3
125864,2,7,3
125865,3,6,0
125866,5,7,1
125867,1,6,5
125868,7,7,4
125869,5,6,1
125870,1,5,3
125871,2,6,3
125872,0,7,1
125874,7,6,4
125875,3,6,3
125876,6,7,1
125877,1,7,2
125878,1,5,3
125879,1,5,2
125880,3,6,2
125881,2,5,5
125882,5,7,2
125883,1,5,7
125884,6,7,6
125885,2,6,3
125886,1,7,0
125887,0,7,0
125888,4,6,3
125889,3,7,2
125890,2,6,6
125891,1,6,3
125892,7,7,2
125893,2,5,4
125894,1,5,7
125895,2,6,7
125896,4,6,3
125897,7,7,0
125898,3,5,5
125899,1,6,5
125900,2,6,6
125901,0,6,6
125902,3,7,4
125903,7,6,0
125905,7,7,3
125906,0,6,6
125907,0,6,5
125908,1,6,3
125909,1,7,5
125910,2,6,5
125911,7,6,1
125912,0,6,1
125913,3,5,5
125914,7,7,0
125915,5,6,4
125916,2,6,2
125917,5,5,7
125918,5,0,1
125919,6,6,6
125920,7,7,1
125921,1,7,0
125923,3,7,3
125924,2,5,3
125925,1,6,3
125926,3,6,3
125927,5,6,4
125928,3,6,2
125929,0,7,2
125930,4,7,5
125931,4,6,4
125932,3,6,2
125933,6,6,4
125935,0,6,7
125936,3,7,3
125937,5,6,3
125938,7,6,4
125939,2,7,4
125940,5,6,5
125941,6,7,4
125942,0,7,3
125943,3,6,2
125944,3,5,2
125945,7,6,4
125946,7,6,6
125947,3,6,4
125948,0,6,2
125949,6,6,3
125950,0,7,3
125951,0,7,5
125952,2,7,1
125953,3,7,0
125954,7,6,3
125955,4,6,7
125956,3,7,5
125957,3,6,3
125958,7,7,5
125959,5,5,3
125960,1,7,3
125961,4,6,4
125962,4,6,6
125965,1,5,3
125966,4,7,5
125967,7,7,1
125968,3,6,2
125969,0,6,3
125970,4,7,2
125971,5,6,5
125973,2,7,5
125975,5,6,5
125976,2,5,4
125977,2,7,4
125978,6,5,2
125979,3,6,1
125980,2,6,3
125981,5,6,2
125982,5,5,5
125983,5,7,3
125984,4,7,0
125985,3,7,4
125986,1,7,4
125987,4,5,4
125988,6,7,4
125989,5,7,3
125990,2,6,1
125991,7,6,7
125992,6,6,5
125993,2,5,3
125994,2,7,2
125996,5,5,2
125998,1,7,0
125999,1,7,0
126000,0,6,4
126001,4,7,2
126002,4,7,3
126003,3,5,4
126004,4,7,2
126005,4,5,4
126006,7,7,2
126007,0,7,5
126008,2,7,5
126009,1,5,3
126010,5,5,3
126011,3,7,5
126012,3,6,2
126013,0,6,6
126014,7,6,4
126015,2,7,3
126016,4,6,2
126017,7,6,3
126018,7,6,4
126019,4,6,4
126020,4,6,2
126021,2,7,0
126022,2,5,7
126023,7,6,2
126024,3,5,4
126025,3,6,1
126026,2,6,4
126027,2,7,3
126028,3,7,0
126093,5,7,1
126094,6,7,1
126095,6,7,0
126096,7,7,2
130068,3,7,1
130069,1,5,4
130070,4,5,3
130071,4,6,3
130072,4,7,3
130073,3,6,4
130074,5,6,2
130076,0,6,0
130077,0,5,3
130078,2,7,2
130079,3,5,2
130080,3,5,4
130081,5,7,6
130082,4,7,2
130084,3,5,3
130086,5,7,3
130088,7,7,4
130089,1,7,4
130090,5,7,2
130092,5,7,2
130096,2,6,2
130097,4,6,4
130098,3,6,5
130101,5,6,5
130104,5,6,3
130105,3,5,5
130107,0,7,3
130108,5,7,3
130109,1,6,2
130110,3,7,5
130112,5,6,2
130113,2,6,3
130114,2,6,2
130116,0,7,2
130117,4,6,1
130118,5,7,3
132071,0,7,3
132072,2,7,3
132073,2,6,3
132074,3,7,3
132075,2,7,2
132076,1,5,4
132077,1,5,3
132078,6,5,4
132079,5,6,0
132082,3,5,0
132083,6,6,1
132084,2,6,3
132085,6,6,3
132086,0,6,3
132087,5,4,4
132088,6,7,3
132089,2,4,6
132090,3,7,3
132091,2,6,5
132092,5,7,4
132093,1,5,6
132094,0,6,2
132095,3,5,0
132096,0,7,3
132097,2,6,1
132098,0,7,3
132099,1,7,2
132101,2,7,3
132102,6,7,3
132103,5,7,5
132104,4,7,3
132105,2,7,4
132106,1,7,3
132107,3,6,3
132108,4,7,0
132109,2,7,2
132110,4,7,3
132111,4,5,1
132113,0,6,2
132114,1,7,5
132115,2,5,3
132116,3,7,3
132117,2,6,4
132118,3,7,2
132119,1,6,1
132120,4,7,2
132121,3,7,1
132122,4,6,5
132123,4,6,5
132125,3,6,2
132126,5,7,6
132127,3,7,2
132128,4,6,4
132129,0,7,2
132130,6,7,4
132131,3,6,3
132132,1,7,2
132133,4,7,2
132136,5,6,4
132137,5,7,3
132138,6,7,3
132139,5,7,5
132140,2,7,2
132141,3,5,4
132142,3,6,3
132143,0,7,3
132144,2,7,2
132145,3,7,1
132146,3,6,3
132147,5,7,2
132148,4,7,4
132149,2,6,3
132150,6,6,1
132151,3,7,3
132152,1,7,5
132154,4,7,2
132155,1,5,3
132156,4,6,3
132157,4,6,4
132158,3,6,4
132159,6,7,5
132161,2,6,4
132162,2,6,4
132163,1,7,1
132164,4,7,0
132165,2,4,3
132166,1,7,1
132167,3,7,3
132168,5,7,3
132169,2,6,4
132170,0,5,1
132171,2,6,2
132172,3,6,3
132173,3,4,4
132174,1,5,3
132175,2,6,3
132177,0,7,2
132178,1,7,3
132179,4,5,4
132180,0,6,3
132181,1,7,1
132182,6,7,1
132183,1,6,3
132184,2,7,1
132185,3,7,6
132186,1,7,2
132188,4,6,4
132189,5,5,0
132190,1,6,4
132191,0,7,4
132192,4,7,4
132193,6,5,4
132194,3,7,3
132195,3,6,2
132196,6,7,3
132197,3,7,6
132199,3,7,3
132200,5,6,3
132201,5,7,2
132202,3,7,6
132203,6,5,2
132204,1,6,2
132205,0,6,3
132206,2,5,2
132207,2,7,3
132208,3,7,3
132209,4,7,3
132210,0,6,2
132211,3,7,3
132212,6,7,2
132213,6,6,5
132214,4,5,1
132215,3,6,4
132216,4,7,1
132217,1,7,5
132218,4,6,4
132219,5,7,1
132220,0,7,2
132221,1,6,2
132222,4,7,6
132223,4,7,6
132224,3,5,3
132225,2,7,3
132226,1,5,3
132228,4,7,3
132229,3,6,2
132230,7,7,2
132232,0,7,4
132233,7,6,3
132234,3,6,5
132235,3,5,4
132236,6,6,5
132237,2,7,2
132238,5,7,1
132239,6,6,1
132240,3,7,3
132241,0,6,3
132242,3,7,3
132243,3,5,3
132244,2,5,5
132246,6,6,3
132247,2,7,3
132248,3,6,3
132249,1,7,6
132356,7,7,3
132357,7,7,6
132358,7,5,7
132359,7,4,7
132360,7,5,7
132361,7,6,7
132362,6,7,5
132363,3,6,7
132364,5,6,6
132365,7,4,7
132367,7,7,4
132368,7,6,7
132369,7,6,7
132370,6,6,5
132371,6,6,7
132372,3,7,7
132373,4,7,7
132374,7,5,6
132375,7,6,7
132376,7,6,7
132377,7,6,7
132378,6,6,7
132379,7,6,7
132380,7,6,6
132381,7,4,7
132383,7,4,5
132384,6,5,6
132385,7,7,7
132386,7,5,7
132387,7,6,6
132388,5,6,4
132389,4,6,7
132390,7,6,7
132391,7,4,7
132392,7,6,7
132393,7,7,7
132394,7,5,6
132395,7,6,7
132396,7,4,6
132397,6,4,6
132398,7,5,7
132399,7,6,5
132400,7,7,5
132401,6,5,5
132402,7,6,7
132403,7,4,6
132404,6,6,5
132405,7,6,7
132406,7,6,7
132407,7,5,6
132408,7,6,7
132409,7,6,7
132410,7,7,7
132411,5,7,3
132412,5,6,5
132413,7,5,7
132414,7,7,5
132415,6,5,5
132416,7,5,6
132417,5,7,5
132418,7,6,6
132419,4,6,7
132421,7,5,7
132422,7,5,6
132423,7,7,5
132424,7,7,7
132425,7,7,5
132426,7,6,7
132427,7,5,7
132428,7,6,7
132429,7,6,7
132430,7,6,7
132431,7,5,6
132432,7,5,7
132433,6,6,7
132434,6,6,6
132435,7,4,7
132436,6,6,5
132437,7,6,7
132438,5,6,6
132439,7,6,6
132441,7,5,6
132442,7,5,7
132443,6,6,6
132444,3,7,7
132445,7,7,3
132446,6,5,5
132447,7,5,6
132448,5,6,6
132449,7,5,6
132450,7,6,7
132451,7,4,5
132452,7,6,7
132453,7,7,4
132454,6,5,6
132455,7,7,5
132456,7,6,6
132457,7,7,4
132458,6,6,7
132459,6,6,3
132460,6,7,5
134121,3,6,5
134122,5,6,3
