# id,z,y,x
103187,2,6,2
103188,2,6,2
103189,3,5,5
103190,1,6,0
103191,2,6,3
103192,1,6,3
103193,3,6,0
103194,2,6,0
103195,2,6,1
103196,2,6,1
103197,2,6,3
103198,3,6,2
103200,2,5,2
103201,2,6,3
103202,2,6,3
103203,2,5,1
103204,3,6,4
103205,0,6,4
103206,2,5,2
103207,2,5,2
103208,5,5,1
103209,4,5,4
103210,4,5,2
103211,0,6,1
103212,2,6,4
103213,0,6,3
103214,1,6,3
103215,2,6,4
103216,4,6,0
103217,1,6,2
103218,0,6,3
103219,4,6,3
103220,1,6,0
103221,1,6,4
103222,1,5,2
103223,1,6,0
103224,1,6,4
103225,3,6,5
103226,1,6,3
103227,2,5,2
103228,1,6,2
103229,2,5,3
103230,2,6,3
103231,3,6,3
103232,0,6,4
103233,1,5,0
103234,5,5,2
103235,3,6,2
103236,0,6,3
103237,2,5,3
103238,0,6,0
103239,2,5,4
103240,3,6,4
103241,5,6,4
103242,1,5,4
103243,1,5,4
103244,0,5,1
103245,0,7,7
103246,3,5,2
103247,0,6,4
103248,7,5,0
103249,3,5,3
103250,2,6,2
103251,7,4,0
103252,5,5,0
103253,3,6,0
103254,0,7,1
103255,2,6,4
103256,2,6,1
103257,2,5,2
103258,3,5,0
103259,5,5,2
103260,1,7,0
103261,1,6,0
103262,1,6,2
103263,2,6,3
103264,2,6,4
103265,0,6,1
103266,0,6,3
103267,1,5,1
103268,0,6,0
103270,0,6,2
103271,2,6,2
103272,1,6,2
103273,2,6,1
103274,4,5,2
103275,2,5,0
103276,1,5,2
103277,0,6,0
103278,0,6,0
103279,3,5,0
103280,1,6,4
103281,2,6,3
103282,5,5,1
103283,0,6,0
103284,1,6,5
103285,2,6,2
103286,3,6,1
103287,0,6,3
103288,2,6,2
103289,3,6,4
103290,1,6,1
103291,2,6,4
103292,2,6,5
103294,2,6,0
103295,0,6,2
103296,1,6,0
103297,4,6,2
103298,0,6,0
103299,0,6,3
103300,1,6,2
103301,0,7,0
103302,1,6,3
103303,4,6,6
103304,2,6,1
103305,1,5,2
103306,1,6,3
103307,0,6,1
103308,3,6,0
103309,3,6,5
103310,2,6,0
103311,2,6,1
103312,2,5,2
103313,1,6,1
103314,1,6,1
103315,3,6,1
103316,3,5,2
103317,1,6,1
103318,4,5,0
103319,3,6,4
103320,0,7,0
103321,3,5,4
103322,1,6,0
103323,2,6,0
103324,0,6,4
103325,2,6,6
103327,3,6,3
103328,0,6,2
103329,2,6,3
103330,2,5,5
103331,0,7,3
103332,2,6,1
103333,0,6,2
103334,2,6,0
103335,2,6,3
103336,1,6,1
103337,0,7,3
103338,3,6,3
103339,3,5,2
103340,3,6,1
103341,1,6,1
103342,2,6,5
103343,1,6,3
103344,0,6,4
103345,0,6,0
103346,4,5,0
103347,2,5,1
103348,3,6,3
103349,2,5,2
103350,0,6,3
103351,3,6,3
103352,0,6,4
103353,2,6,5
103354,2,6,4
103355,0,6,3
103356,3,6,3
103357,2,5,2
103358,0,6,3
103359,3,5,5
103360,1,6,2
103361,3,6,5
103362,0,6,4
103363,2,6,7
103364,2,5,1
103365,4,5,3
103366,4,5,3
103367,0,7,0
103368,4,5,2
103369,0,7,0
103370,2,6,6
103372,3,6,1
103373,3,6,5
103374,0,6,4
103375,0,6,4
103376,2,5,3
103377,2,5,2
103378,3,5,5
103379,1,6,4
103380,4,5,2
103381,0,6,3
103382,3,6,2
103383,1,6,0
103384,3,6,5
103385,3,5,4
103386,2,6,0
103388,0,6,3
103389,0,6,5
103390,5,5,0
103391,0,6,3
103392,0,6,1
103393,0,6,3
103394,0,6,3
103395,0,6,2
103396,0,6,4
105193,5,5,5
105194,0,7,2
105195,3,6,7
105196,1,6,7
105197,4,5,1
105198,0,6,0
105199,0,6,3
105200,5,4,6
105201,1,3,1
105202,5,4,5
105203,0,5,0
105204,5,6,0
105205,0,7,3
105206,0,2,3
105207,0,7,2
105209,5,5,2
105210,1,3,0
105211,0,7,2
105212,0,6,3
105213,0,4,0
105215,2,4,2
105216,4,6,2
105217,7,7,3
105218,6,6,3
105219,4,7,2
105220,0,7,3
105221,6,5,0
105222,5,7,3
105223,6,4,1
105224,2,4,1
105225,0,5,6
105226,0,5,5
105227,0,7,0
105228,0,7,4
105229,0,5,3
105230,2,4,3
105231,3,5,0
105232,0,5,1
105233,1,2,6
105234,0,6,2
105235,7,5,2
105236,0,5,1
105237,0,4,1
105238,0,6,0
105239,2,5,2
105240,0,5,7
105241,0,7,2
105242,0,5,3
105243,3,6,7
105244,0,6,0
105245,1,7,1
105246,7,6,4
105247,6,5,2
105248,5,5,2
105249,0,7,0
105250,6,4,1
105251,1,6,0
105252,1,4,0
105253,0,7,0
105254,3,5,7
105255,1,7,0
105256,0,6,2
105257,2,3,3
105258,1,2,2
105259,0,6,0
105260,1,7,5
105261,1,7,5
105262,1,2,2
105263,0,7,0
105264,2,6,0
105265,0,5,3
105266,0,6,5
105267,0,6,6
105268,0,3,5
105269,4,5,0
105270,4,5,2
105271,0,3,3
105272,0,7,0
105273,1,6,0
105274,0,6,5
105275,0,7,2
105276,7,4,0
105277,0,5,7
105278,3,6,2
105279,0,5,3
105280,0,6,1
105281,2,3,4
105282,0,7,2
105283,3,4,1
105284,4,7,3
105285,0,7,0
105286,6,5,2
105287,1,6,1
105288,2,4,3
105290,6,4,2
105291,0,5,7
105292,0,7,2
105293,4,7,3
105294,4,5,2
105295,6,4,3
105296,1,5,0
105297,1,7,4
105298,0,6,5
105299,0,3,1
105300,1,3,2
105301,2,3,1
105302,4,4,0
105303,0,2,3
105304,7,6,2
105305,0,6,0
105306,0,7,5
105307,0,7,2
105643,1,5,1
105644,5,7,0
105645,7,7,3
105646,0,6,3
105647,1,6,2
105648,6,7,4
105649,1,7,0
105650,1,5,2
105651,0,7,0
105652,0,7,5
105653,0,7,3
105654,0,6,0
105655,0,7,2
105656,0,6,0
105657,6,7,4
105658,0,7,5
105659,0,6,4
105660,0,5,0
105661,0,7,1
105662,1,4,2
105663,3,3,2
105664,0,5,7
105665,1,6,1
105666,0,6,0
105667,2,4,1
105668,2,5,2
105669,4,6,4
105670,4,7,0
105671,1,6,4
105674,4,5,4
105680,5,4,0
105681,2,4,4
105682,5,7,7
105683,0,7,7
105684,4,5,6
105685,2,4,5
105686,3,4,3
105687,1,7,1
105688,1,5,3
105689,0,7,1
105691,2,6,0
105692,0,6,0
105693,0,7,3
105694,1,6,4
105696,2,0,0
105698,1,5,2
105699,4,6,0
105700,0,6,4
105701,0,6,0
105702,1,7,5
105703,0,7,4
105704,2,4,6
105705,4,6,7
105706,5,6,4
105707,0,6,6
105708,3,4,0
105709,3,5,6
105712,6,7,1
105713,2,4,2
105714,1,5,2
105715,2,6,3
105716,2,6,5
105717,0,5,1
105718,3,7,3
105719,4,6,0
105720,0,7,6
105721,2,6,5
105722,4,6,0
105723,5,6,0
105724,1,6,6
105725,0,7,0
105726,0,7,5
105727,0,6,2
105728,0,7,6
105729,1,4,1
105730,2,6,7
105731,1,5,1
105732,1,5,3
105733,5,5,2
105734,6,6,1
105735,0,6,3
105736,0,7,2
105737,5,7,7
105738,2,6,2
105739,1,6,0
105740,2,6,2
105742,0,7,1
105743,7,7,6
105744,0,7,3
105745,0,7,6
105746,0,7,0
105747,7,7,1
105748,3,5,2
105749,1,6,1
105750,1,5,2
105751,5,5,5
105752,0,5,7
105753,1,7,0
105754,0,6,4
105755,1,5,0
105756,0,7,2
105757,2,4,5
105758,2,5,0
105759,3,6,6
105760,0,6,5
105761,0,5,1
105762,1,6,3
105763,0,7,1
105764,0,7,0
108817,2,6,1
108818,2,6,3
108820,2,6,2
108821,0,7,0
108822,2,6,2
108823,0,7,0
108824,0,5,2
108825,3,5,3
108827,3,5,6
108828,0,7,6
108829,2,5,2
108830,6,7,1
108831,7,7,4
108832,2,6,4
108833,2,5,2
108834,0,7,3
108835,0,6,5
108837,2,5,2
108838,0,7,1
108839,0,6,2
108840,1,5,3
108841,3,5,3
108842,1,5,3
108843,3,7,7
108844,1,5,2
108845,1,6,3
108846,0,6,2
108847,4,5,0
108848,2,6,3
108849,0,6,4
108850,1,6,3
108851,0,7,4
108852,2,6,3
108853,1,6,1
108854,0,5,2
108855,0,5,5
108856,2,5,2
108857,1,5,0
108858,1,5,3
108859,2,7,0
108860,3,5,3
108861,2,5,2
108862,3,5,0
108863,2,6,2
108864,5,6,4
108865,2,6,2
108866,0,6,1
108867,4,6,0
108868,3,4,1
108869,2,6,3
108870,0,7,0
108871,2,5,3
108872,2,5,0
108873,2,6,1
108874,3,5,1
108875,0,6,1
108876,0,5,2
108877,1,6,1
108878,1,5,2
108879,1,7,7
108880,0,7,3
108881,0,5,2
108926,4,5,4
108927,3,6,4
108928,7,7,7
108929,5,4,4
108930,7,6,1
108931,4,5,7
108932,5,4,4
108933,5,5,6
108934,2,5,5
108935,5,5,5
108937,1,7,7
108938,2,4,4
108939,3,6,4
108940,7,4,6
108941,4,5,4
108942,5,4,5
108943,3,5,4
108944,0,6,6
108945,3,5,4
108946,6,7,1
108947,4,6,5
108948,6,7,2
108949,6,7,4
108950,7,4,4
108951,4,6,5
108952,7,4,7
108954,2,5,3
108955,5,5,6
108956,5,4,6
108957,4,6,4
108958,5,5,4
108959,4,5,6
108961,6,5,5
108962,4,5,5
108963,5,5,5
108964,5,5,6
108965,4,5,4
108966,1,7,7
108967,7,5,6
108968,2,7,7
108969,7,6,7
108970,7,4,6
108971,5,5,4
108972,2,7,7
108973,3,5,4
108974,1,7,7
108975,3,7,7
108976,4,4,4
108977,0,7,4
108978,6,5,4
108979,5,4,5
108981,4,4,4
108982,7,6,4
108983,6,5,4
108984,6,5,6
108985,5,4,4
108986,3,5,4
108987,5,5,5
108988,6,5,4
108989,4,4,4
108990,3,4,5
108991,4,4,5
108992,0,7,3
108993,4,4,5
108994,4,4,4
108995,7,6,1
108996,7,5,7
108997,7,6,1
108998,5,5,7
108999,7,6,1
112528,0,6,2
112529,2,6,5
112530,0,4,0
112531,6,4,1
112532,0,4,0
112533,2,0,2
112534,0,5,4
112535,0,5,1
112536,0,7,7
112537,4,3,3
112538,0,5,4
112539,3,2,0
112540,1,4,6
112541,0,3,0
116809,2,6,3
116810,1,7,0
116812,7,5,1
116813,0,7,0
116814,1,5,2
116816,2,5,3
116817,2,6,3
116820,0,6,5
116821,0,6,3
116822,0,6,3
116823,3,5,3
116824,1,6,3
116825,3,6,1
116826,7,7,3
116827,3,5,2
116828,2,5,3
116829,5,6,0
116830,0,7,1
116831,2,5,1
116832,2,7,7
116833,2,5,1
116834,3,5,2
116835,1,5,2
116836,3,5,3
116837,2,4,2
116838,2,5,3
116839,1,6,0
116840,2,5,4
116841,0,7,0
116842,2,5,3
116843,0,5,2
116844,3,4,2
116845,2,6,1
116846,2,6,2
116847,0,5,2
116848,3,6,3
116849,2,6,3
116850,2,5,2
116851,1,5,4
116852,2,5,2
116853,2,5,3
116854,0,7,1
123363,1,6,1
123364,1,6,2
123365,1,6,1
123366,1,6,3
123367,1,6,3
123368,2,6,2
123369,2,6,3
123370,1,6,2
123371,3,5,3
123372,1,6,3
123373,1,6,4
123374,2,6,2
123375,1,6,1
123376,1,6,3
123377,2,6,2
123378,1,6,3
123379,1,6,2
123380,1,6,2
123381,1,6,3
123382,2,6,0
123383,2,6,3
123384,1,6,1
123385,1,6,3
123386,2,6,2
123388,1,6,4
123389,1,6,4
123390,1,6,3
123391,1,6,2
123392,1,6,3
123393,1,6,1
123394,1,6,3
123395,1,6,3
123396,1,6,3
123397,1,6,1
123398,1,6,3
123399,0,6,2
123401,1,6,2
123402,1,6,3
123403,1,6,3
123404,1,6,1
123405,1,6,1
123406,0,6,3
123407,1,6,4
123408,1,6,4
123409,1,6,4
123410,1,6,2
123411,1,6,3
123412,1,6,4
123413,1,6,2
123414,1,6,2
123415,1,6,2
123416,1,6,4
123417,1,6,3
123419,1,6,3
123420,1,6,2
123421,1,6,2
123422,1,6,4
123423,1,6,1
123424,1,6,2
123425,1,6,4
123426,1,6,2
123427,2,6,3
123428,1,6,3
123429,1,6,3
123430,1,6,2
123431,1,6,2
123432,1,6,3
123433,1,6,2
123434,2,6,2
123435,1,6,2
123436,1,6,1
123437,2,6,3
123438,2,6,3
123439,1,6,2
123440,1,6,4
123441,2,6,1
123442,1,6,3
123444,1,6,3
123445,1,6,3
123446,2,6,3
123447,1,6,2
123448,1,6,2
123449,1,6,3
123450,1,6,2
123451,0,6,3
123452,0,6,3
123453,1,6,4
123454,1,6,2
123455,1,6,4
123456,2,6,3
123457,1,6,2
123458,1,6,2
123459,0,6,2
123460,1,6,2
123461,1,6,3
123462,1,6,2
123463,1,6,1
123464,1,6,4
123465,1,6,2
123466,0,6,2
123467,1,6,4
123468,1,6,2
123469,1,6,3
123470,1,6,1
123471,2,6,1
123472,0,6,2
123473,1,6,1
123474,1,6,2
123475,1,6,3
123476,1,6,3
123477,1,6,2
123478,1,6,2
123479,1,6,3
123480,1,5,2
123481,1,6,3
123482,1,6,2
123483,0,6,1
123484,1,6,2
123485,1,6,2
123486,0,6,3
123487,1,6,1
123488,0,6,3
123489,1,6,1
123490,1,6,4
123491,1,6,3
123492,2,6,3
123493,1,6,2
123494,2,6,3
123495,0,6,2
123496,2,6,0
123497,2,6,2
123498,0,6,2
123499,1,6,1
123500,1,6,1
123501,1,6,3
123502,0,6,2
123503,1,6,3
123504,0,6,2
123505,0,6,3
123506,1,6,4
123507,1,6,1
123508,1,6,3
123509,1,6,2
123510,1,6,2
123511,1,6,1
123512,1,6,2
123514,1,6,3
123515,5,2,3
123516,0,6,3
123517,5,5,2
123518,4,5,0
123519,1,5,1
123520,5,5,1
123521,4,5,1
123522,2,6,1
123523,1,6,2
123524,1,6,0
123525,0,5,1
123526,0,6,0
123527,2,5,2
123528,0,6,3
123530,2,6,3
123531,1,6,3
123532,2,6,2
123533,1,6,2
123534,1,6,2
123535,1,6,2
123536,0,6,3
123537,1,6,2
123540,1,6,2
123541,1,6,2
123543,1,6,2
123544,1,6,2
123545,1,6,4
123546,1,6,2
125790,5,4,0
125791,4,5,2
125792,2,5,3
125793,1,5,2
125794,3,5,0
125795,3,5,2
125796,2,4,0
125797,3,5,1
125798,1,6,1
125799,2,5,2
125800,2,4,1
125801,1,6,2
125802,1,5,1
125803,1,5,1
125804,2,5,3
125805,1,5,2
125806,2,4,2
125807,2,5,0
125808,1,6,1
125809,1,7,5
125810,2,6,2
125811,1,6,1
125812,0,7,0
125813,4,4,0
125814,4,5,2
125816,0,6,0
125817,0,6,5
125818,2,5,0
125819,0,7,4
125820,0,6,4
125821,0,5,4
125822,6,5,0
125823,0,7,2
125824,0,6,4
125825,4,5,2
125828,4,5,0
125829,0,6,5
125830,7,5,2
125831,2,6,1
125832,7,5,2
125833,3,5,2
125834,5,5,0
125835,2,6,1
125836,0,6,2
125837,3,4,2
125838,1,5,3
125839,1,5,7
125840,4,5,0
125841,1,6,2
125843,2,4,2
125844,1,6,3
125845,5,5,2
125846,1,5,2
125847,1,3,0
125848,1,5,2
125849,1,5,3
125850,1,5,1
125851,0,5,2
125852,3,4,2
125853,0,6,4
125854,2,5,3
125855,5,5,0
125856,7,5,1
125857,3,6,0
125858,5,4,1
125859,3,6,1
125860,0,5,1
125862,4,5,0
125863,2,4,1
125864,1,6,1
125865,0,6,2
125866,0,6,3
125867,4,5,1
125868,4,7,7
125869,0,5,4
125870,2,4,0
125871,2,5,1
125872,0,7,0
125874,4,6,7
125875,2,5,2
125876,0,6,5
125877,1,6,1
125878,2,4,1
125879,1,5,1
125880,1,5,2
125881,3,4,2
125882,1,6,3
125883,7,5,0
125884,6,7,6
125885,2,5,1
125886,0,7,0
125887,0,7,0
125888,2,5,3
125889,0,7,1
125890,4,5,1
125891,2,5,0
125892,1,6,5
125893,3,5,2
125894,6,4,0
125895,7,5,1
125896,2,5,2
125897,0,6,6
125898,4,4,2
125899,5,5,0
125900,4,5,1
125901,5,5,0
125902,3,6,2
125903,0,5,6
125905,3,7,7
125906,5,5,0
125907,4,5,0
125908,2,5,1
125909,3,5,0
125910,3,5,2
125911,0,5,5
125912,0,5,0
125913,3,4,2
125914,0,7,7
125915,3,5,3
125916,1,5,2
125917,5,4,4
125918,0,0,4
125919,5,5,5
125920,0,7,6
125921,0,6,0
125923,2,6,2
125924,2,4,1
125925,2,5,1
125926,2,5,2
125927,3,5,4
125928,1,5,2
125929,1,6,0
125930,5,6,4
125931,3,5,3
125932,1,5,2
125933,3,5,4
125935,7,6,0
125936,2,6,2
125937,2,5,3
125938,3,5,6
125939,3,6,1
125940,4,5,4
125941,3,6,6
125942,3,7,0
125943,1,5,2
125944,1,5,2
125945,3,5,6
125946,5,5,6
125947,2,5,2
125948,1,5,0
125949,3,5,6
125950,1,7,0
125951,5,6,0
125952,0,7,1
125953,0,6,3
125954,2,5,6
125955,7,5,2
125956,3,6,2
125957,2,5,2
125958,4,6,5
125959,2,4,3
125960,2,6,1
125961,3,5,3
125962,4,5,3
125965,2,4,0
125966,4,6,3
125967,0,7,7
125968,1,5,2
125969,1,5,0
125970,1,5,3
125971,3,5,4
125973,6,7,1
125975,4,5,5
125976,2,4,1
125977,2,6,2
125978,1,4,5
125979,0,5,2
125980,1,5,1
125981,1,5,3
125982,4,4,4
125983,2,6,4
125984,0,7,4
125985,3,6,2
125986,5,7,0
125987,2,4,3
125988,3,6,4
125989,1,7,6
125990,0,5,1
125991,5,5,5
125992,3,5,4
125993,2,4,1
125994,0,7,1
125996,1,4,3
125998,0,7,1
125999,0,7,1
126000,2,5,0
126001,1,6,3
126002,2,6,3
126003,3,4,2
126004,1,6,3
126005,3,4,3
126006,1,6,7
126007,6,7,0
126008,6,7,0
126009,2,4,1
126010,2,4,4
126011,3,6,2
126012,1,5,2
126013,6,6,0
126014,3,5,5
126015,2,6,2
126016,1,5,3
126017,2,5,5
126018,3,5,7
126019,3,5,3
126020,1,5,3
126021,0,6,1
126022,6,5,1
126023,2,5,7
126024,3,4,2
126025,0,5,2
126026,3,5,1
126027,2,6,1
126028,0,7,2
126093,0,6,4
126094,0,6,5
126095,0,6,5
126096,1,6,7
130068,0,6,2
130069,3,4,1
130070,2,4,3
130071,2,5,3
130072,2,6,3
130073,3,5,2
130074,1,5,4
130076,0,6,0
130077,2,4,0
130078,1,6,1
130079,1,4,2
130080,3,5,2
130081,7,7,4
130082,1,6,3
130084,2,4,2
130086,2,6,3
130088,4,7,7
130089,3,6,1
130090,1,6,4
130092,1,6,4
130096,1,5,1
130097,3,5,3
130098,3,5,2
130101,3,5,4
130104,2,5,3
130105,4,4,2
130107,2,7,0
130108,2,6,3
130109,1,5,0
130110,3,6,2
130112,1,5,4
130113,2,5,1
130114,1,5,2
130116,1,7,0
130117,0,5,3
130118,2,6,4
132071,1,7,0
132072,2,7,0
132073,1,5,0
132075,1,7,0
132076,5,5,0
132078,3,5,7
132079,0,7,4
132082,0,5,2
132083,0,6,6
132084,4,6,0
132085,2,6,7
132086,2,6,0
132087,3,4,5
132088,3,7,6
132089,6,4,1
132090,2,7,4
132091,5,5,1
132092,4,7,6
132093,6,5,0
132094,1,6,0
132095,0,5,2
132096,2,7,0
132097,0,6,0
132098,2,7,0
132101,4,7,3
132102,2,7,7
132103,5,7,5
132104,2,7,5
132105,4,6,0
132106,3,7,0
132107,3,6,4
132108,0,7,3
132109,0,7,0
132110,2,6,2
132111,0,5,5
132113,1,6,0
132114,5,7,0
132115,2,5,0
132116,0,7,3
132118,0,7,2
132119,0,6,0
132120,1,7,5
132121,0,7,2
132122,5,6,4
132123,5,7,5
132125,0,7,2
132126,6,7,5
132127,0,7,3
132128,5,6,5
132129,0,7,0
132130,4,7,6
132131,2,5,1
132132,1,7,0
132133,0,7,3
132136,4,6,5
132137,1,7,5
132138,3,7,6
132139,5,7,6
132140,0,7,0
132141,5,5,2
132142,1,6,1
132143,2,7,0
132144,1,7,0
132145,0,7,2
132146,3,7,0
132147,0,7,5
132148,3,7,5
132149,3,6,0
132150,0,6,6
132151,2,7,0
132152,6,7,0
132154,0,7,4
132155,3,4,0
132156,1,5,4
132157,4,6,4
132158,4,6,0
132159,5,7,6
132161,4,5,0
132162,4,6,0
132163,0,7,0
132164,0,7,3
132165,2,4,0
132166,0,7,0
132167,0,7,1
132168,3,7,6
132169,4,7,0
132170,0,6,0
132171,0,6,1
132172,1,6,4
132173,4,4,2
132174,2,5,0
132175,3,7,0
132177,1,7,0
132178,1,7,0
132179,3,4,5
132180,3,6,0
132181,0,7,0
132182,0,7,6
132183,1,6,0
132184,0,7,0
132185,6,7,2
132186,1,7,0
132188,4,6,5
132189,0,5,5
132190,4,6,0
132191,3,7,0
132192,4,7,5
132193,4,5,6
132194,1,7,0
132195,4,6,2
132196,3,7,6
132197,6,7,1
132199,3,6,2
132200,2,6,5
132201,1,7,6
132202,6,6,2
132205,2,6,0
132206,1,5,0
132209,3,7,5
132210,1,7,0
132211,3,7,0
132212,1,7,6
132213,5,6,6
132214,0,5,5
132216,0,7,3
132218,4,6,5
132219,0,7,5
132220,0,7,0
132221,1,6,0
132222,7,7,3
132223,7,7,4
132224,2,4,1
132225,3,7,0
132226,3,5,0
132228,2,7,0
132229,0,6,2
132230,2,7,7
132232,3,7,0
132233,3,7,7
132234,6,6,2
132235,5,5,2
132236,4,7,6
132237,0,7,1
132238,0,7,4
132239,0,6,6
132240,2,7,0
132241,2,7,0
132242,3,6,3
132243,1,4,2
132244,5,5,1
132246,2,6,6
132247,1,7,0
132248,3,5,3
132249,6,7,0
132356,0,7,6
132357,3,7,7
132358,6,4,5
132359,5,4,7
132360,6,4,6
132361,6,5,5
132362,2,7,5
132363,7,6,1
132364,5,5,4
132365,6,3,5
132366,7,5,7
132367,2,7,7
132368,5,7,7
132369,5,5,7
132370,4,5,5
132371,5,5,5
132372,6,7,0
132373,7,6,2
132374,5,5,6
132375,5,5,7
132376,7,5,7
132377,6,5,7
132378,5,5,4
132379,7,6,7
132380,5,5,5
132381,5,4,7
132382,6,7,0
132383,4,4,6
132384,5,4,4
132385,4,7,7
132386,6,4,6
132387,4,5,5
132388,1,6,3
132389,7,6,2
132390,7,6,7
132391,5,3,6
132392,5,5,7
132393,4,7,7
132394,5,4,6
132395,5,5,6
132396,4,4,6
132397,5,4,4
132398,5,5,6
132399,3,6,7
132400,4,6,6
132401,4,4,4
132402,7,5,5
132403,4,4,5
132404,4,5,4
132405,7,5,6
132406,5,5,6
132407,4,4,6
132408,5,5,7
132409,6,5,7
132410,4,7,6
132411,0,7,3
132412,4,5,4
132413,6,4,5
132414,2,7,7
132415,4,4,5
132416,5,5,5
132417,4,5,4
132418,5,5,6
132419,6,5,3
132421,5,4,5
132422,5,4,6
132423,2,7,7
132424,7,7,7
132425,2,7,7
132426,6,5,5
132427,5,5,6
132428,6,5,5
132429,6,5,6
132430,6,5,6
132431,4,4,6
132432,5,5,5
132433,6,5,5
132434,4,5,5
132435,5,3,5
132436,4,5,5
132437,7,5,7
132438,4,5,4
132439,3,7,7
132441,5,4,5
132442,7,4,7
132443,5,5,5
132444,7,7,1
132445,1,7,7
132446,4,4,5
132447,4,4,6
132448,5,5,4
132449,4,4,5
132450,5,5,5
132451,4,4,5
132452,5,5,6
132453,2,7,7
132454,4,5,4
132455,2,7,6
132456,4,5,5
132457,1,7,7
132458,5,5,5
132459,0,6,5
132460,4,6,5
134121,4,5,2
134122,2,5,4
134123,1,6,2
134124,2,6,3
134125,3,6,2
134126,3,5,2
134127,4,5,1
134128,3,5,2
134129,3,5,3
134130,4,5,2
134131,3,5,1
134132,1,6,1
134133,2,5,3
134134,4,5,3
134135,4,5,2
134136,0,7,3
