# id,x,y,z
108846,3,6,3
108847,3,6,3
108848,4,6,3
108849,3,6,3
108850,4,6,3
108851,3,6,4
108852,3,6,4
108853,3,6,4
108854,3,6,3
108855,4,6,4
108856,3,6,3
108857,3,5,4
108858,4,6,3
108859,3,6,3
108860,3,6,4
108861,3,6,3
108862,3,6,3
108863,4,6,3
108864,4,6,3
108865,3,6,4
108866,3,6,4
108867,3,6,3
108868,3,6,4
108869,3,6,3
108870,3,6,3
108871,1,3,4
108872,4,6,3
108873,4,6,3
108874,3,6,3
108875,4,6,3
108876,3,6,3
108877,3,6,3
108878,3,6,4
108879,4,3,3
108880,3,6,4
108881,3,6,3
108926,3,7,3
108927,3,7,3
108928,4,7,3
108929,3,7,3
108930,3,7,3
108931,3,7,3
108932,2,7,3
108933,3,7,3
108934,2,7,3
108935,3,7,3
108937,3,7,3
108938,2,6,3
108939,3,7,3
108940,3,7,3
108941,3,7,3
108942,3,7,3
108943,3,7,3
108944,2,7,3
108945,2,7,3
108946,3,7,3
108947,3,7,3
108948,3,7,3
108949,3,7,3
108950,3,7,3
108951,2,7,3
108952,3,7,3
108954,3,7,3
108955,3,7,3
108956,2,6,3
108957,3,7,3
108958,3,7,3
108959,3,7,3
108961,3,7,3
108962,2,7,3
108963,3,7,3
108964,3,7,3
108965,3,7,3
108966,3,7,3
108967,3,7,3
108968,3,7,3
108969,3,7,3
108970,3,7,3
108971,3,7,3
108972,3,7,3
108973,3,7,3
108974,3,7,3
108975,4,6,3
108976,3,7,3
108977,3,7,3
108978,3,7,3
108979,3,7,3
108981,3,7,3
108982,2,7,3
108983,3,7,3
108984,3,7,3
108985,3,7,3
108986,3,7,3
108987,2,7,3
108988,3,7,3
108989,0,5,3
108990,3,7,3
108991,3,7,3
108992,3,7,3
108993,3,7,3
108994,3,6,3
108995,3,7,3
108996,3,7,3
108997,1,6,3
108998,3,7,3
108999,3,7,3
112528,3,5,3
112529,3,6,3
112530,3,5,3
112531,3,4,3
112532,3,5,3
112533,3,5,3
112534,3,4,3
112535,4,2,2
112536,3,3,3
112537,3,2,3
112538,2,2,2
112539,3,5,3
112540,3,6,3
112541,3,5,2
116809,4,6,3
116810,4,6,3
116812,3,6,3
116813,4,6,2
116814,3,6,3
116816,3,6,3
116817,4,6,3
116820,3,6,3
116821,4,6,3
116822,4,6,3
116823,5,6,4
116824,5,7,4
116825,4,6,2
116826,4,7,3
116827,3,6,4
116828,5,6,2
116829,4,6,3
116830,5,6,3
116831,5,6,3
116832,4,6,2
116833,5,6,3
116834,4,6,3
116835,5,6,3
116836,5,6,3
116837,5,6,2
116838,5,6,3
116839,5,6,3
116840,4,7,3
116841,5,6,3
116842,5,7,2
116843,6,6,2
116844,5,6,2
116845,5,6,3
116846,5,6,3
116847,5,6,3
116848,5,6,3
116849,5,6,3
116850,4,7,3
116851,4,6,3
116852,4,6,3
116853,3,6,3
116854,3,7,4
123363,4,3,2
123364,3,7,4
123365,3,7,4
123366,2,6,4
123367,3,6,4
123368,4,7,4
123369,3,6,4
123370,4,6,3
123371,3,6,3
123372,4,7,4
123373,2,3,4
123374,4,6,4
123375,3,7,3
123376,4,6,3
123377,4,7,3
123378,4,6,4
123379,4,7,4
123380,4,6,3
123381,6,4,2
123382,3,7,4
123383,3,6,4
123384,4,6,4
123385,2,5,4
123386,3,6,4
123388,4,7,3
123389,3,6,4
123390,4,7,3
123391,4,7,3
123392,2,6,4
123393,4,6,4
123394,3,3,3
123395,4,7,3
123396,4,6,3
123397,4,6,4
123398,4,7,4
123399,4,6,3
123401,3,7,4
123402,3,3,2
123403,3,7,3
123404,3,7,3
123405,3,7,4
123406,3,7,4
123407,3,6,4
123408,4,7,3
123409,4,7,4
123410,3,6,4
123411,3,6,4
123412,4,7,4
123413,3,6,4
123414,4,7,3
123415,3,7,3
123416,3,7,3
123417,3,7,3
123419,3,7,3
123420,3,7,3
123421,3,7,3
123422,3,7,4
123423,3,7,3
123424,3,7,3
123425,3,7,3
123426,3,7,4
123427,3,6,3
123428,3,7,3
123429,3,7,4
123430,3,7,4
123431,3,6,3
123432,3,7,3
123433,3,7,4
123434,4,7,3
123435,3,7,3
123436,4,7,4
123437,3,7,3
123438,4,7,3
123439,4,7,3
123440,3,7,4
123441,4,7,4
123442,4,7,3
123444,4,7,3
123445,3,7,3
123446,3,7,3
123447,4,7,4
123448,4,7,3
123449,3,7,4
123450,3,7,4
123451,3,7,3
123452,4,7,3
123453,3,7,4
123454,4,7,3
123455,3,7,3
123456,3,7,3
123457,3,7,4
123458,4,7,4
123459,4,7,4
123460,3,7,3
123461,4,7,3
123462,3,6,4
123463,3,7,3
123464,3,7,3
123465,3,7,4
123466,3,6,3
123467,3,7,3
123468,2,6,4
123469,3,7,3
123470,3,7,3
123471,4,7,3
123472,3,7,3
123473,3,7,3
123474,3,7,3
123475,3,7,3
123476,3,6,3
123477,3,7,3
123478,3,7,4
123479,3,7,3
123480,3,7,3
123481,3,6,3
123482,3,7,3
123483,3,7,3
123484,4,7,3
123485,2,7,3
123486,3,7,4
123487,3,7,3
123488,3,6,3
123489,3,7,3
123490,3,6,3
123491,3,7,3
123492,3,7,3
123493,4,7,3
123494,3,7,3
123495,4,6,3
123496,3,7,3
123497,4,7,3
123498,4,7,3
123499,3,7,3
123500,3,7,3
123501,4,6,3
123502,3,6,3
123503,3,6,3
123504,3,7,3
123505,3,7,3
123506,3,6,3
123507,3,6,3
123508,3,7,3
123509,4,7,2
123510,3,7,3
123511,3,7,3
123512,3,7,3
123514,3,6,3
123515,3,7,3
123516,3,7,3
123517,4,7,3
123518,4,6,3
123519,3,7,3
123520,4,7,3
123521,3,7,3
123522,2,7,3
123523,4,7,3
123524,4,7,3
123525,4,7,3
123526,2,7,3
123527,2,7,3
123528,3,7,4
123530,4,7,3
123531,6,6,1
123532,4,7,3
123533,3,7,4
123534,3,7,3
123535,2,7,3
123536,2,7,3
123537,4,7,3
123540,3,6,4
123541,4,6,3
123543,2,7,3
123544,4,7,4
123545,3,7,3
123546,2,7,3
125790,3,5,3
125791,3,6,3
125792,3,6,3
125793,2,6,2
125794,2,5,3
125795,3,6,3
125796,3,6,3
125797,2,6,2
125798,3,6,3
125799,2,6,3
125800,2,6,3
125801,1,6,3
125802,4,6,2
125803,2,6,3
125804,2,6,3
125805,3,5,4
125806,3,6,3
125807,2,6,3
125808,3,6,4
125809,3,6,3
125810,5,5,1
125811,3,6,3
125812,4,6,3
125813,3,6,3
125814,3,6,3
125816,3,6,3
125817,3,6,3
125818,3,6,3
125819,4,6,2
125820,3,6,3
125821,3,6,3
125822,3,5,3
125823,4,6,2
125824,3,6,3
125825,5,5,2
125828,3,6,3
125829,2,2,3
125830,3,6,3
125831,3,5,3
125832,3,6,3
125833,2,6,3
125834,3,6,3
125835,2,6,4
125836,4,6,2
125837,3,6,3
125838,4,6,3
125839,3,6,3
125840,3,6,3
125841,3,2,3
125843,2,6,3
125844,3,6,3
125845,3,6,3
125846,2,6,3
125847,3,7,3
125848,3,7,3
125849,2,5,4
125850,2,6,3
125851,3,6,4
125852,3,6,4
125853,2,6,4
125854,3,5,3
125855,3,6,3
125856,3,5,3
125857,4,4,1
125858,5,4,2
125859,2,6,3
125860,2,6,3
125862,2,6,3
125863,2,6,3
125864,2,6,3
125865,3,6,3
125866,2,6,3
125867,3,6,3
125868,2,6,3
125869,2,6,2
125870,2,6,3
125871,3,6,3
125872,3,6,2
125874,2,6,3
125875,3,6,3
125876,3,6,3
125877,2,6,4
125878,2,6,3
125879,2,6,3
125880,3,6,3
125881,2,6,3
125882,3,5,3
125883,2,6,3
125884,3,6,3
125885,2,6,3
125886,3,6,3
125887,2,6,3
125888,3,6,3
125889,3,5,3
125890,4,5,3
125891,3,6,2
125892,2,6,2
125893,2,6,2
125894,3,6,3
125895,2,6,3
125896,2,6,2
125897,3,6,3
125898,3,6,2
125899,2,6,3
125900,3,5,3
125901,2,6,2
125902,2,6,4
125903,3,6,2
125905,2,6,2
125906,3,5,3
125907,2,5,3
125908,2,6,3
125909,2,6,3
125910,2,6,3
125911,3,5,3
125912,3,6,3
125913,3,6,4
125914,4,6,3
125915,3,5,3
125916,3,5,3
125917,3,5,3
125918,3,6,3
125919,3,6,3
125920,3,6,4
125921,3,6,3
125923,3,6,3
125924,3,6,3
125925,3,6,2
125926,3,6,2
125927,2,6,3
125928,2,6,4
125929,3,6,3
125930,3,6,3
125931,2,6,3
125932,2,6,3
125933,2,6,4
125935,2,6,3
125936,3,7,2
125937,0,3,3
125938,3,6,3
125939,3,6,3
125940,2,6,3
125941,2,6,2
125942,3,6,3
125943,3,6,3
125944,3,6,4
125945,3,6,3
125946,2,6,3
125947,2,6,3
125948,2,5,3
125949,3,6,4
125950,3,6,3
125951,3,6,3
125952,2,5,3
125953,2,7,3
125954,2,6,3
125955,3,6,3
125956,3,6,3
125957,3,6,3
125958,5,5,2
125959,3,5,3
125960,2,5,4
125961,2,6,3
125962,2,6,3
125965,2,6,3
125966,2,6,3
125967,1,5,3
125968,2,6,2
125969,2,6,2
125970,2,6,2
125971,2,6,2
125973,4,6,2
125975,4,6,3
125976,2,6,3
125977,2,6,2
125978,3,6,3
125979,3,6,3
125980,3,6,2
125981,3,6,3
125982,2,6,2
125983,2,6,3
125984,3,6,3
125985,3,6,2
125986,3,6,2
125987,3,6,3
125988,3,6,3
125989,3,6,3
125990,3,6,3
125991,3,6,3
125992,3,6,3
125993,3,7,3
125994,3,6,3
125996,2,6,2
125998,3,6,2
125999,2,6,3
126000,3,7,2
126001,3,6,3
126002,2,6,2
126003,1,6,3
126004,3,6,2
126005,3,6,2
126006,2,5,3
126007,3,5,2
126008,4,5,1
126009,3,6,3
126010,3,5,3
126011,2,6,3
126012,2,7,3
126013,3,6,3
126014,3,6,3
126015,3,6,2
126016,1,6,3
126017,2,6,3
126018,3,6,3
126019,3,6,3
126020,5,6,3
126021,2,6,3
126022,3,6,3
126023,4,6,3
126024,3,6,3
126025,3,6,3
126026,3,5,3
126027,4,5,2
126028,4,6,2
126093,3,7,3
126094,4,7,3
126095,4,7,4
126096,4,7,3
130068,3,5,2
130069,3,5,3
130070,3,5,3
130071,3,5,3
130072,4,5,3
130073,3,5,3
130074,4,5,2
130076,3,5,2
130077,3,5,3
130078,4,5,3
130079,4,5,3
130080,4,5,2
130081,3,5,3
130082,3,5,3
130084,3,5,3
130086,3,6,3
130088,3,5,3
130089,4,5,2
130090,3,5,4
130092,0,4,4
130096,3,5,3
130097,3,6,3
130098,3,6,3
130101,3,5,3
130104,3,6,3
130105,4,5,3
130107,3,6,2
130108,3,6,3
130109,3,6,3
130110,3,6,3
130112,3,6,3
130113,3,5,3
130114,3,5,3
130116,3,6,3
130117,3,6,3
130118,3,6,3
132071,5,7,5
132072,6,7,3
132073,5,7,5
132074,6,7,2
132075,5,6,5
132076,5,7,6
132077,6,7,3
132078,6,6,6
132079,5,7,5
132082,5,6,6
132083,6,7,4
132084,6,7,3
132085,6,6,5
132086,5,6,5
132087,3,5,6
132088,6,6,4
132089,5,6,5
132090,5,6,5
132091,6,6,4
132092,5,6,5
132093,5,6,5
132094,5,7,5
132095,6,7,4
132096,5,7,5
132097,6,7,4
132098,5,7,5
132099,5,7,5
132101,5,6,5
132102,5,7,5
132103,6,7,5
132104,5,6,4
132105,5,7,5
132106,6,7,4
132107,6,7,4
132108,5,6,5
132109,5,7,5
132110,6,6,5
132111,5,6,5
132113,6,6,4
132114,6,7,5
132115,6,7,4
132116,5,7,5
132117,5,7,5
132118,5,6,5
132119,5,6,5
132120,5,7,5
132121,5,6,5
132122,5,6,5
132123,5,7,5
132125,5,7,5
132126,5,6,5
132127,5,6,5
132128,5,7,5
132129,5,7,5
132130,5,6,5
132131,6,7,4
132132,6,6,5
132133,5,7,5
132136,5,7,5
132137,5,7,5
132138,5,6,4
132139,6,6,4
132140,5,6,5
132141,5,6,5
132142,6,7,4
132143,5,6,5
132144,4,6,6
132145,5,6,5
132146,6,6,3
132147,4,6,6
132148,6,6,5
132149,5,6,6
132150,6,6,4
132151,6,6,5
132152,5,6,6
132154,4,6,6
132155,6,6,3
132156,6,6,4
132157,5,6,6
132158,3,6,6
132159,6,6,5
132161,4,6,6
132162,6,6,5
132163,4,6,6
132164,6,5,3
132165,5,6,5
132166,3,6,5
132167,3,5,5
132168,6,6,5
132169,6,7,4
132170,5,6,5
132171,6,7,5
132172,6,6,3
132173,5,6,5
132174,5,6,5
132175,6,7,4
132177,6,6,3
132178,4,6,6
132179,6,6,5
132180,3,5,5
132181,6,6,5
132182,6,6,4
132183,4,6,6
132184,3,5,5
132185,6,6,4
132186,4,6,5
132188,6,7,5
132189,5,6,5
132190,6,6,3
132191,6,6,5
132192,4,6,6
132193,5,7,5
132194,6,7,4
132195,4,6,5
132196,5,6,5
132197,6,6,4
132199,5,6,5
132200,5,7,5
132201,4,7,6
132202,4,7,5
132203,4,7,6
132204,5,7,5
132205,5,6,5
132206,5,7,5
132207,4,7,5
132208,4,7,6
132209,5,7,5
132210,4,7,6
132211,5,7,5
132212,5,7,5
132213,5,7,5
132214,4,7,5
132215,4,7,6
132216,5,7,5
132217,5,7,5
132218,5,7,5
132219,4,6,6
132220,5,6,5
132221,5,7,5
132222,6,6,4
132223,5,6,5
132224,5,7,5
132225,4,7,5
132226,4,6,5
132228,4,6,5
132229,4,6,5
132230,6,6,5
132232,6,6,5
132233,5,6,5
132234,5,6,5
132235,5,6,5
132236,5,6,5
132237,5,7,5
132238,5,7,5
132239,5,6,5
132240,4,7,5
132241,4,6,5
132242,4,6,5
132243,4,6,5
132244,4,6,5
132246,4,6,5
132247,5,6,5
132248,5,6,5
132249,5,7,5
132356,3,7,3
132357,3,7,3
132358,3,7,3
132359,3,7,3
132360,3,7,3
132361,2,7,3
132362,3,7,3
132363,3,7,3
132364,3,7,3
132365,3,6,3
132367,3,7,3
132368,3,7,3
132369,3,7,3
132370,3,7,3
132371,2,6,3
132372,3,6,3
132373,3,6,3
132374,3,7,3
132375,3,7,3
132376,3,3,2
132377,3,7,3
132378,3,7,3
132379,3,7,3
132380,3,7,3
132381,4,7,3
132383,3,6,3
132384,3,7,3
132385,3,7,3
132386,3,7,3
132387,3,7,3
132388,3,7,3
132389,3,7,3
132390,3,7,3
132391,3,7,3
132392,3,6,3
132393,3,7,3
132394,3,7,3
132395,4,6,2
132396,3,7,3
132397,3,7,3
132398,2,6,3
132399,3,7,3
132400,3,7,3
132401,3,7,3
132402,3,7,3
132403,3,7,3
132404,3,7,3
132405,3,7,3
132406,1,5,3
132407,3,7,3
132408,3,7,3
132409,3,7,3
132410,3,7,3
132411,5,7,3
132412,4,7,3
132413,3,7,3
132414,3,7,3
132415,4,6,3
132416,3,7,3
132417,3,7,3
132418,4,7,3
132419,3,7,3
132421,3,7,3
132422,3,7,3
132423,3,7,3
132424,3,7,3
132425,3,7,3
132426,3,7,3
132427,3,7,3
132428,5,7,3
132429,5,6,2
132430,3,7,3
132431,3,7,3
132432,3,7,3
132433,3,7,3
132434,3,7,3
132435,6,6,3
132436,3,7,3
132437,3,7,3
132438,3,7,3
132439,3,7,3
132441,3,7,3
132442,3,7,3
132443,3,7,3
132444,4,6,3
132445,3,7,3
132446,3,7,3
132447,3,7,3
132448,3,7,3
132449,3,7,3
132450,3,7,3
132451,3,7,3
132452,3,7,3
132453,3,7,3
132454,4,7,3
132455,3,7,3
132456,3,7,3
132457,3,7,3
132458,2,6,4
132459,3,7,3
132460,2,7,3
134120,4,6,4
134121,3,7,4
